Ts=calc,Tid=meas,Volum=calc,Lys=meas,Flow=calc
Volum_k=-21.96777439117432,Lys0=47
0.005,0,0,47,0
0.01616787910461426,0.01616787910461426,0,47,0
0.00593113899230957,0.02209901809692383,0,47,0
0.00609588623046875,0.02819490432739258,0,47,0
0.00574803352355957,0.03394293785095215,0,47,0
0.005929946899414063,0.03987288475036621,0,47,0
0.006500005722045898,0.04637289047241211,0,47,0
0.007872104644775391,0.0542449951171875,0,47,0
0.006764888763427734,0.06100988388061523,0,47,0
0.007037162780761719,0.06804704666137695,0,47,0
0.005687952041625977,0.07373499870300293,0,47,0
0.005996942520141602,0.07973194122314453,0,47,0
0.006912946701049805,0.08664488792419434,0,47,0
0.006180047988891602,0.09282493591308594,0,47,0
0.004978179931640625,0.09780311584472656,0,47,0
0.008438825607299805,0.1062419414520264,0,47,0
0.00383305549621582,0.1100749969482422,0,47,0
0.006258964538574219,0.1163339614868164,0,47,0
0.005747079849243164,0.1220810413360596,0,47,0
0.005883932113647461,0.127964973449707,0,47,0
0.005837917327880859,0.1338028907775879,0,47,0
0.006305217742919922,0.1401081085205078,0,47,0
0.006264925003051758,0.1463730335235596,0,47,0
0.006608009338378906,0.1529810428619385,0,47,0
0.006690025329589844,0.1596710681915283,0,47,0
0.006117820739746094,0.1657888889312744,0,47,0
0.006923198699951172,0.1727120876312256,0,47,0
0.004181861877441406,0.176893949508667,0,47,0
0.005676984786987305,0.1825709342956543,0,47,0
0.005851030349731445,0.1884219646453857,0,47,0
0.007451057434082031,0.1958730220794678,0,47,0
0.004643917083740234,0.200516939163208,0,47,0
0.00728917121887207,0.2078061103820801,0,47,0
0.006207942962646484,0.2140140533447266,0,47,0
0.006475925445556641,0.2204899787902832,0,47,0
0.005259990692138672,0.2257499694824219,0,47,0
0.006981134414672852,0.2327311038970947,0,47,0
0.004990816116333008,0.2377219200134277,0,47,0
0.005067110061645508,0.2427890300750732,0,47,0
0.007339000701904297,0.2501280307769775,0,47,0
0.005750894546508789,0.2558789253234863,0,47,0
0.006105184555053711,0.26198410987854,0,47,0
0.004889965057373047,0.2668740749359131,0,47,0
0.005949020385742188,0.2728230953216553,0,47,0
0.006070852279663086,0.2788939476013184,0,47,0
0.00752711296081543,0.2864210605621338,0,47,0
0.003854990005493164,0.290276050567627,0,47,0
0.007428884506225586,0.2977049350738525,0,47,0
0.004925012588500977,0.3026299476623535,0,47,0
0.007164955139160156,0.3097949028015137,0,47,0
0.006425142288208008,0.3162200450897217,0,47,0
0.006016969680786133,0.3222370147705078,0,47,0
0.005786895751953125,0.3280239105224609,0,47,0
0.006036996841430664,0.3340609073638916,0,47,0
0.006769180297851563,0.3408300876617432,0,47,0
0.005007028579711914,0.3458371162414551,0,47,0
0.005803823471069336,0.3516409397125244,0,47,0
0.005646944046020508,0.3572878837585449,0,47,0
0.005416154861450195,0.3627040386199951,0,47,0
0.005549907684326172,0.3682539463043213,0,47,0
0.005813121795654297,0.3740670680999756,0,47,0
0.006052970886230469,0.3801200389862061,0,47,0
0.006316900253295898,0.386436939239502,0,47,0
0.006284952163696289,0.3927218914031982,0,47,0
0.006228208541870117,0.3989500999450684,0,47,0
0.007051944732666016,0.4060020446777344,0,47,0
0.004066944122314453,0.4100689888000488,0,47,0
0.006129980087280273,0.4161989688873291,0,47,0
0.005933046340942383,0.4221320152282715,0,47,0
0.006021976470947266,0.4281539916992188,0,47,0
0.005810976028442383,0.4339649677276611,0,47,0
0.005784034729003906,0.439749002456665,0,47,0
0.007025957107543945,0.446774959564209,0,47,0
0.006379127502441406,0.4531540870666504,0,47,0
0.006634950637817383,0.4597890377044678,0,47,0
0.00665593147277832,0.4664449691772461,0,47,0
0.006438970565795898,0.472883939743042,0,47,0
0.006814002990722656,0.4796979427337646,0,47,0
0.006679058074951172,0.4863770008087158,0,47,0
0.006602048873901367,0.4929790496826172,0,47,0
0.006702899932861328,0.4996819496154785,0,47,0
0.006745100021362305,0.5064270496368408,0,47,0
0.008365869522094727,0.5147929191589355,0,47,0
0.004870176315307617,0.5196630954742432,0,47,0
0.006798982620239258,0.5264620780944824,0,47,0
0.006528854370117188,0.5329909324645996,0,47,0
0.00675511360168457,0.5397460460662842,0,47,0
0.01017284393310547,0.5499188899993896,0,47,0
0.007181167602539063,0.5571000576019287,0,47,0
0.00565791130065918,0.5627579689025879,0,47,0
0.00597691535949707,0.568734884262085,0,47,0
0.00745701789855957,0.5761919021606445,0,47,0
0.004317045211791992,0.5805089473724365,0,47,0
0.005520105361938477,0.586029052734375,0,47,0
0.00647282600402832,0.5925018787384033,0,47,0
0.005615234375,0.5981171131134033,0,47,0
0.006065845489501953,0.6041829586029053,0,47,0
0.005878925323486328,0.6100618839263916,0,47,0
0.01247310638427734,0.6225349903106689,0,47,0
0.007010936737060547,0.6295459270477295,0,47,0
0.007248163223266602,0.6367940902709961,0,47,0
0.006937980651855469,0.6437320709228516,0,47,0
0.008016824722290039,0.6517488956451416,0,47,0
0.005866050720214844,0.6576149463653564,0,47,0
0.005334138870239258,0.6629490852355957,0,47,0
0.005903005599975586,0.6688520908355713,0,47,0
0.004962921142578125,0.6738150119781494,0,47,0
0.005388021469116211,0.6792030334472656,0,47,0
0.006705999374389648,0.6859090328216553,0,47,0
0.004919052124023438,0.6908280849456787,0,47,0
0.006992816925048828,0.6978209018707275,0,47,0
0.006232976913452148,0.7040538787841797,0,47,0
0.009490013122558594,0.7135438919067383,0,47,0
0.006466150283813477,0.7200100421905518,0,47,0
0.006561994552612305,0.7265720367431641,0,47,0
0.006196022033691406,0.7327680587768555,0.006196022033691406,48,1
0.006871938705444336,0.7396399974822998,0.01306796073913574,48,1
0.006484031677246094,0.7461240291595459,0.01955199241638184,48,1
0.004123926162719727,0.7502479553222656,0.02367591857910156,48,1
0.006387948989868164,0.7566359043121338,0.03006386756896973,48,1
0.006125211715698242,0.762761116027832,0.03618907928466797,48,1
0.007325887680053711,0.7700870037078857,0.03618907928466797,47,0
0.006102085113525391,0.7761890888214111,0.03618907928466797,47,0
0.007025003433227539,0.7832140922546387,0.04321408271789551,48,1
0.009312868118286133,0.7925269603729248,0.04321408271789551,47,0
0.006238937377929688,0.7987658977508545,0.04321408271789551,47,0
0.005350112915039063,0.8041160106658936,0.04321408271789551,47,0
0.005733966827392578,0.8098499774932861,0.04894804954528809,48,1
0.007435083389282227,0.8172850608825684,0.04894804954528809,47,0
0.006376028060913086,0.8236610889434814,0.04894804954528809,47,0
0.006249904632568359,0.8299109935760498,0.04894804954528809,47,0
0.007020950317382813,0.8369319438934326,0.04894804954528809,47,0
0.004930973052978516,0.8418629169464111,0.04894804954528809,47,0
0.006011962890625,0.8478748798370361,0.04894804954528809,47,0
0.006186008453369141,0.8540608882904053,0.05513405799865723,48,1
0.006373167037963867,0.8604340553283691,0.05513405799865723,47,0
0.005858898162841797,0.8662929534912109,0.06099295616149902,48,1
0.006330966949462891,0.8726239204406738,0.06732392311096191,48,1
0.00711512565612793,0.8797390460968018,0.06732392311096191,47,0
0.006090879440307617,0.8858299255371094,0.07341480255126953,48,1
0.005068063735961914,0.8908979892730713,0.07848286628723145,48,1
0.006675004959106445,0.8975729942321777,0.08515787124633789,48,1
0.007220029830932617,0.9047930240631104,0.09237790107727051,48,1
0.003763914108276367,0.9085569381713867,0.09614181518554688,48,1
0.00562596321105957,0.9141829013824463,0.1017677783966064,48,1
0.00578618049621582,0.9199690818786621,0.1075539588928223,48,1
0.007658958435058594,0.9276280403137207,0.1075539588928223,47,0
0.004987001419067383,0.9326150417327881,0.1125409603118896,48,1
0.005625009536743164,0.9382400512695313,0.1181659698486328,48,1
0.005720853805541992,0.9439609050750732,0.1181659698486328,47,0
0.006585121154785156,0.9505460262298584,0.124751091003418,48,1
0.006351947784423828,0.9568979740142822,0.1311030387878418,48,1
0.005810022354125977,0.9627079963684082,0.1369130611419678,48,1
0.007359981536865234,0.9700679779052734,0.144273042678833,48,1
0.006792068481445313,0.9768600463867188,0.1510651111602783,48,1
0.005941867828369141,0.9828019142150879,0.1570069789886475,48,1
0.006239175796508789,0.9890410900115967,0.1632461547851563,48,1
0.007201910018920898,0.9962430000305176,0.1704480648040771,48,1
0.003412961959838867,0.9996559619903564,0.173861026763916,48,1
0.006245136260986328,1.005901098251343,0.1801061630249023,48,1
0.006258964538574219,1.012160062789917,0.1863651275634766,48,1
