u=calc,y2=calc,joyForward=meas,PowerA=calc,Lys=meas,Tid=meas,y1=calc,Ts=calc
nullflow=0
0,0,0,0,0,0,0,0.005
0,0,0,0,0,0.02465009689331055,0,0.02465009689331055
0,0,1.7578125,1.7578125,0,0.06106805801391602,0,0.03641796112060547
0,0,1.3671875,1.3671875,0,0.101093053817749,0,0.04002499580383301
0,0,1.7578125,1.7578125,0,0.1387810707092285,0,0.03768801689147949
0,0,1.3671875,1.3671875,0,0.1810541152954102,0,0.04227304458618164
0,0,1.3671875,1.3671875,0,0.2155411243438721,0,0.03448700904846191
0,0,1.3671875,1.3671875,0,0.2541511058807373,0,0.03860998153686523
0,0,1.3671875,1.3671875,0,0.2931671142578125,0,0.0390160083770752
0,0,1.3671875,1.3671875,0,0.3300330638885498,0,0.0368659496307373
0,0,1.3671875,1.3671875,0,0.3731429576873779,0,0.04310989379882813
0,0,1.3671875,1.3671875,0,0.4113531112670898,0,0.03821015357971191
0,0,1.7578125,1.7578125,0,0.4496350288391113,0,0.03828191757202148
0,0,1.3671875,1.3671875,0,0.4794199466705322,0,0.0297849178314209
0,0,1.3671875,1.3671875,0,0.5155379772186279,0,0.0361180305480957
0,0,1.3671875,1.3671875,0,0.5523419380187988,0,0.0368039608001709
0,0,1.3671875,1.3671875,0,0.5807170867919922,0,0.02837514877319336
0,0,1.3671875,1.3671875,0,0.6215460300445557,0,0.04082894325256348
0,0,1.3671875,1.3671875,0,0.6598930358886719,0,0.03834700584411621
0,0,1.3671875,1.3671875,0,0.6992199420928955,0,0.03932690620422363
0,0,1.3671875,1.3671875,0,0.7459089756011963,0,0.04668903350830078
0,0,1.3671875,1.3671875,0,0.7781260013580322,0,0.03221702575683594
0,0,1.3671875,1.3671875,0,0.8115360736846924,0,0.03341007232666016
0,0,1.3671875,1.3671875,0,0.8460440635681152,0,0.03450798988342285
0,0,1.3671875,1.3671875,0,0.8821821212768555,0,0.03613805770874023
0,0,1.3671875,1.3671875,0,0.9149239063262939,0,0.03274178504943848
0,0,1.3671875,1.3671875,0,0.9454610347747803,0,0.03053712844848633
0,0,1.3671875,1.3671875,0,0.9794540405273438,0,0.03399300575256348
0,0,1.3671875,1.3671875,0,1.01157808303833,0,0.03212404251098633
0,0,1.3671875,1.3671875,0,1.056319952011108,0,0.04474186897277832
0,0,1.7578125,1.7578125,0,1.09315013885498,0,0.03683018684387207
0,0,1.3671875,1.3671875,0,1.135484933853149,0,0.04233479499816895
0,0,1.3671875,1.3671875,0,1.174806118011475,0,0.0393211841583252
0,0,1.3671875,1.3671875,0,1.213675022125244,0,0.03886890411376953
0,0,1.3671875,1.3671875,0,1.251353025436401,0,0.03767800331115723
0,0,1.3671875,1.3671875,0,1.294331073760986,0,0.04297804832458496
0,0,1.3671875,1.3671875,0,1.319700002670288,0,0.02536892890930176
0,0,1.3671875,1.3671875,0,1.359528064727783,0,0.03982806205749512
0,0,1.3671875,1.3671875,0,1.396042108535767,0,0.0365140438079834
0,0,1.3671875,1.3671875,0,1.435214042663574,0,0.03917193412780762
0,0,1.3671875,1.3671875,0,1.477747917175293,0,0.04253387451171875
0,0,1.3671875,1.3671875,0,1.507601976394653,0,0.02985405921936035
0,0,1.3671875,1.3671875,0,1.541398048400879,0,0.03379607200622559
0,0,1.3671875,1.3671875,0,1.578870058059692,0,0.03747200965881348
0,0,1.3671875,1.3671875,0,1.619542121887207,0,0.04067206382751465
0,0,1.7578125,1.7578125,0,1.655560970306396,0,0.03601884841918945
0,0,1.3671875,1.3671875,0,1.694257020950317,0,0.0386960506439209
0,0,1.3671875,1.3671875,0,1.727605104446411,0,0.03334808349609375
0,0,1.3671875,1.3671875,0,1.773613929748535,0,0.04600882530212402
0,0,1.3671875,1.3671875,0,1.809483051300049,0,0.03586912155151367
0,0,1.3671875,1.3671875,0,1.847103118896484,0,0.03762006759643555
0,0,1.3671875,1.3671875,0,1.887398958206177,0,0.04029583930969238
0,0,1.3671875,1.3671875,0,1.924078941345215,0,0.03667998313903809
0,0,1.3671875,1.3671875,0,1.963876962661743,0,0.03979802131652832
0,0,1.3671875,1.3671875,0,1.997925996780396,0,0.03404903411865234
0,0,1.3671875,1.3671875,0,2.036349058151245,0,0.03842306137084961
0,0,1.3671875,1.3671875,0,2.070039987564087,0,0.0336909294128418
0,0,1.3671875,1.3671875,0,2.103886127471924,0,0.03384613990783691
0,0,1.3671875,1.3671875,0,2.131279945373535,0,0.02739381790161133
0,0,1.3671875,1.3671875,0,2.168282985687256,0,0.0370030403137207
0,0,1.3671875,1.3671875,0,2.203866958618164,0,0.0355839729309082
0,0,1.3671875,1.3671875,0,2.247101068496704,0,0.04323410987854004
0,0,1.3671875,1.3671875,0,2.284363985061646,0,0.03726291656494141
0,0,1.7578125,1.7578125,0,2.319543123245239,0,0.03517913818359375
0,0,1.3671875,1.3671875,0,2.357239007949829,0,0.03769588470458984
0,0,1.3671875,1.3671875,0,2.39411997795105,0,0.0368809700012207
0,0,1.3671875,1.3671875,0,2.438379049301147,0,0.04425907135009766
0,0,1.3671875,1.3671875,0,2.478967905044556,0,0.0405888557434082
0,0,1.3671875,1.3671875,0,2.509609937667847,0,0.03064203262329102
0,0,1.3671875,1.3671875,0,2.565168142318726,0,0.05555820465087891
1,0.003,1.3671875,1.3821875,1,2.607113122940063,0.003,0.04194498062133789
0,0.003,1.3671875,1.3821875,0,2.66560697555542,0.003,0.05849385261535645
0,0.003,1.3671875,1.3821875,0,2.714194059371948,0.003,0.04858708381652832
