PowerD=calc,DesiredDistance=calc,e_i=calc,e_f=calc,Tid=meas,Avstand=meas,Ts=calc,e_d=calc,PowerA=calc,u_k=calc,e_k=calc
No specified init-data
0,302,0,0.4341326187208214,0.6201319694519043,302,0.005374908447265625,0,0,0,0
0,302,0,0.425449966346405,0.6267910003662109,302,0.006659030914306641,0,0,0,0
0,302,0,0.4169409670194769,0.6311171054840088,302,0.004326105117797852,0,0,0,0
0,302,0,0.4086021476790873,0.6368780136108398,302,0.005760908126831055,0,0,0,0
-8.0,302,0,0.4804301047255056,0.6453239917755127,298,0.008445978164672852,0,-8.0,8.0,4
-8.0,302,0,0.5508215026309954,0.6475191116333008,298,0.002195119857788086,0,-8.0,8.0,4
-8.0,302,0,0.6198050725783755,0.6549520492553711,298,0.007432937622070313,0,-8.0,8.0,4
-8.0,302,0,0.6874089711268079,0.658729076385498,298,0.003777027130126953,0,-8.0,8.0,4
-8.0,302,0,0.7536607917042717,0.6651220321655273,298,0.006392955780029297,0,-8.0,8.0,4
-8.0,302,0,0.8185875758701862,0.6699321269989014,298,0.004810094833374023,0,-8.0,8.0,4
-8.0,302,0,0.8822158243527824,0.6772861480712891,298,0.007354021072387695,0,-8.0,8.0,4
-8.0,302,0,0.9445715078657265,0.6839711666107178,298,0.006685018539428711,0,-8.0,8.0,4
-8.0,302,0,1.005680077708412,0.6877510547637939,298,0.003779888153076172,0,-8.0,8.0,4
0,302,0,0.9855664761542437,0.6935451030731201,302,0.005794048309326172,0,0,0,0
0,302,0,0.9658551466311589,0.7000119686126709,302,0.006466865539550781,0,0,0,0
0,302,0,0.9465380436985356,0.7046711444854736,302,0.004659175872802734,0,0,0,0
0,302,0,0.9276072828245649,0.7099161148071289,302,0.005244970321655273,0,0,0,0
2.0,302,0,0.8890551371680736,0.7165300846099854,303,0.006613969802856445,0,2.0,-2.0,-1
2.0,302,0,0.8512740344247121,0.7230081558227539,303,0.006478071212768555,0,2.0,-2.0,-1
2.0,302,0,0.8142485537362177,0.7271320819854736,303,0.004123926162719727,0,2.0,-2.0,-1
2.0,302,0,0.7779635826614934,0.7345600128173828,303,0.00742793083190918,0,2.0,-2.0,-1
2.0,302,0,0.7424043110082634,0.7409920692443848,303,0.006432056427001953,0,2.0,-2.0,-1
2.0,302,0,0.7075562247880981,0.7474420070648193,303,0.00644993782043457,0,2.0,-2.0,-1
2.0,302,0,0.6734051002923361,0.752824068069458,303,0.005382061004638672,0,2.0,-2.0,-1
2.0,302,0,0.6399369982864894,0.7595090866088867,303,0.006685018539428711,0,2.0,-2.0,-1
0,302,0,0.6271382583207597,0.7644209861755371,302,0.004911899566650391,0,0,0,0
0,302,0,0.6145954931543445,0.7688050270080566,302,0.004384040832519531,0,0,0,0
0,302,0,0.6023035832912575,0.7754311561584473,302,0.006626129150390625,0,0,0,0
0,302,0,0.5902575116254324,0.7799181938171387,302,0.004487037658691406,0,0,0,0
2.0,302,0,0.5584523613929237,0.7853059768676758,303,0.005387783050537109,0,2.0,-2.0,-1
2.0,302,0,0.5272833141650652,0.7916800975799561,303,0.006374120712280273,0,2.0,-2.0,-1
2.0,302,0,0.4967376478817639,0.7966020107269287,303,0.004921913146972656,0,2.0,-2.0,-1
2.0,302,0,0.4668028949241286,0.8016881942749023,303,0.005086183547973633,0,2.0,-2.0,-1
2.0,302,0,0.437466837025646,0.8073620796203613,303,0.005673885345458984,0,2.0,-2.0,-1
2.0,302,0,0.408717500285133,0.8145830631256104,303,0.007220983505249023,0,2.0,-2.0,-1
2.0,302,0,0.3805431502794304,0.8185110092163086,303,0.003927946090698242,0,2.0,-2.0,-1
2.0,302,0,0.3529322872738417,0.8245131969451904,303,0.006002187728881836,0,2.0,-2.0,-1
2.0,302,0,0.3258736415283649,0.831179141998291,303,0.006665945053100586,0,2.0,-2.0,-1
2.0,302,0,0.2993561686977976,0.8375601768493652,303,0.006381034851074219,0,2.0,-2.0,-1
2.0,302,0,0.2733690453238416,0.8424689769744873,303,0.00490880012512207,0,2.0,-2.0,-1
2.0,302,0,0.2479016644173647,0.8475229740142822,303,0.005053997039794922,0,2.0,-2.0,-1
-8.0,302,0,0.3229436311290175,0.8546521663665771,298,0.007129192352294922,0,-8.0,8.0,4
-8.0,302,0,0.3964847585064371,0.8608729839324951,298,0.006220817565917969,0,-8.0,8.0,4
-8.0,302,0,0.4685550633363084,0.8664681911468506,298,0.005595207214355469,0,-8.0,8.0,4
-8.0,302,0,0.5391839620695822,0.8734970092773438,298,0.007028818130493164,0,-8.0,8.0,4
-8.0,302,0,0.6084002828281905,0.8780491352081299,298,0.004552125930786133,0,-8.0,8.0,4
-8.0,302,0,0.6762322771716266,0.8848130702972412,298,0.006763935089111328,0,-8.0,8.0,4
-8.0,302,0,0.742707631628194,0.8904600143432617,298,0.005646944046020508,0,-8.0,8.0,4
-8.0,302,0,0.8078534789956301,0.897144079208374,298,0.006684064865112305,0,-8.0,8.0,4
-8.0,302,0,0.8716964094157175,0.9011020660400391,298,0.003957986831665039,0,-8.0,8.0,4
-8.0,302,0,0.934262481227403,0.9067239761352539,298,0.005621910095214844,0,-8.0,8.0,4
-8.0,302,0,0.9955772316028549,0.9144001007080078,298,0.007676124572753906,0,-8.0,8.0,4
-8.0,302,0,1.055665686970798,0.9201290607452393,298,0.005728960037231445,0,-8.0,8.0,4
0,302,0,1.034552373231382,0.9246561527252197,302,0.004527091979980469,0,0,0,0
0,302,0,1.013861325766754,0.9299161434173584,302,0.005259990692138672,0,0,0,0
0,302,0,0.9935840992514192,0.9375209808349609,302,0.007604837417602539,0,0,0,0
0,302,0,0.9737124172663908,0.945263147354126,302,0.007742166519165039,0,0,0,0
0,302,0,0.9542381689210629,0.948491096496582,302,0.003227949142456055,0,0,0,0
0,302,0,0.9351534055426416,0.95542311668396,302,0.00693202018737793,0,0,0,0
0,302,0,0.9164503374317889,0.962529182434082,302,0.00710606575012207,0,0,0,0
0,302,0,0.8981213306831531,0.9666881561279297,302,0.004158973693847656,0,0,0,0
0,302,0,0.88015890406949,0.972527027130127,302,0.005838871002197266,0,0,0,0
0,302,0,0.8625557259881001,0.9786460399627686,302,0.006119012832641602,0,0,0,0
0,302,0,0.8453046114683382,0.9848010540008545,302,0.006155014038085938,0,0,0,0
0,302,0,0.8283985192389714,0.9969730377197266,302,0.01217198371887207,0,0,0,0
0,302,0,0.8118305488541919,1.000485181808472,302,0.003512144088745117,0,0,0,0
0,302,0,0.7955939378771081,1.006549119949341,302,0.006063938140869141,0,0,0,0
0,302,0,0.7796820591195659,1.011397123336792,302,0.004848003387451172,0,0,0,0
0,302,0,0.7640884179371746,1.016807079315186,302,0.005409955978393555,0,0,0,0
0,302,0,0.748806649578431,1.024131059646606,302,0.007323980331420898,0,0,0,0
0,302,0,0.7338305165868624,1.029772996902466,302,0.005641937255859375,0,0,0,0
0,302,0,0.7191539062551251,1.03410005569458,302,0.004327058792114258,0,0,0,0
0,302,0,0.7047708281300226,1.038630962371826,302,0.004530906677246094,0,0,0,0
0,302,0,0.6906754115674221,1.045331001281738,302,0.006700038909912109,0,0,0,0
0,302,0,0.6768619033360737,1.049833059310913,302,0.004502058029174805,0,0,0,0
0,302,0,0.6633246652693522,1.055055141448975,302,0.005222082138061523,0,0,0,0
0,302,0,0.6500581719639651,1.062676191329956,302,0.007621049880981445,0,0,0,0
0,302,0,0.6370570085246858,1.069111108779907,302,0.006434917449951172,0,0,0,0
0,302,0,0.6243158683541921,1.073939085006714,302,0.004827976226806641,0,0,0,0
0,302,0,0.6118295509871082,1.078706979751587,302,0.004767894744873047,0,0,0,0
0,302,0,0.599592959967366,1.08556604385376,302,0.006859064102172852,0,0,0,0
0,302,0,0.5876011007680187,1.093473196029663,302,0.00790715217590332,0,0,0,0
0,302,0,0.5758490787526584,1.09700608253479,302,0.003532886505126953,0,0,0,0
0,302,0,0.5643320971776051,1.102676153182983,302,0.005670070648193359,0,0,0,0
0,302,0,0.553045455234053,1.108736038208008,302,0.006059885025024414,0,0,0,0
0,302,0,0.541984546129372,1.115493059158325,302,0.006757020950317383,0,0,0,0
0,302,0,0.5311448552067846,1.119925022125244,302,0.004431962966918945,0,0,0,0
0,302,0,0.5205219581026489,1.1253821849823,302,0.005457162857055664,0,0,0,0
0,302,0,0.5101115189405959,1.132086038589478,302,0.006703853607177734,0,0,0,0
0,302,0,0.499909288561784,1.138648986816406,302,0.006562948226928711,0,0,0,0
0,302,0,0.4899111027905484,1.142703056335449,302,0.004054069519042969,0,0,0,0
0,302,0,0.4801128807347373,1.148526191711426,302,0.005823135375976563,0,0,0,0
0,302,0,0.4705106231200426,1.155454158782959,302,0.006927967071533203,0,0,0,0
0,302,0,0.4611004106576417,1.162332057952881,302,0.006877899169921875,0,0,0,0
0,302,0,0.4518784024444889,1.166517972946167,302,0.004185914993286133,0,0,0,0
0,302,0,0.4428408343955991,1.171673059463501,302,0.005155086517333984,0,0,0,0
0,302,0,0.4339840177076871,1.178552150726318,302,0.006879091262817383,0,0,0,0
0,302,0,0.4253043373535334,1.182748079299927,302,0.004195928573608398,0,0,0,0
0,302,0,0.4167982506064628,1.189990997314453,302,0.007242918014526367,0,0,0,0
0,302,0,0.4084622855943335,1.194756031036377,302,0.004765033721923828,0,0,0,0
2.0,302,0,0.3802930398824468,1.201416969299316,303,0.006660938262939453,0,2.0,-2.0,-1
2.0,302,0,0.3526871790847979,1.207880973815918,303,0.006464004516601563,0,2.0,-2.0,-1
2.0,302,0,0.3256334355031019,1.212491035461426,303,0.004610061645507813,0,2.0,-2.0,-1
2.0,302,0,0.2991207667930398,1.217561960220337,303,0.005070924758911133,0,2.0,-2.0,-1
2.0,302,0,0.273138351457179,1.225152015686035,303,0.007590055465698242,0,2.0,-2.0,-1
2.0,302,0,0.2476755844280353,1.231871128082275,303,0.006719112396240234,0,2.0,-2.0,-1
2.0,302,0,0.2227220727394747,1.236653089523315,303,0.004781961441040039,0,2.0,-2.0,-1
2.0,302,0,0.1982676312846852,1.241878986358643,303,0.005225896835327148,0,2.0,-2.0,-1
0,302,0,0.1943022786589915,1.247584104537964,302,0.005705118179321289,0,0,0,0
0,302,0,0.1904162330858117,1.255360126495361,302,0.007776021957397461,0,0,0,0
0,302,0,0.1866079084240954,1.258641004562378,302,0.003280878067016602,0,0,0,0
0,302,0,0.1828757502556135,1.264991044998169,302,0.006350040435791016,0,0,0,0
0,302,0,0.1792182352505012,1.270796060562134,302,0.005805015563964844,0,0,0,0
0,302,0,0.1756338705454912,1.277552127838135,302,0.006756067276000977,0,0,0,0
0,302,0,0.1721211931345814,1.285117149353027,302,0.007565021514892578,0,0,0,0
0,302,0,0.1686787692718897,1.288843154907227,302,0.003726005554199219,0,0,0,0
0,302,0,0.1653051938864519,1.294730186462402,302,0.005887031555175781,0,0,0,0
0,302,0,0.1619990900087229,1.301419019699097,302,0.006688833236694336,0,0,0,0
0,302,0,0.1587591082085484,1.305505990982056,302,0.004086971282958984,0,0,0,0
0,302,0,0.1555839260443775,1.310980081558228,302,0.005474090576171875,0,0,0,0
0,302,0,0.1524722475234899,1.317496061325073,302,0.006515979766845703,0,0,0,0
0,302,0,0.1494228025730201,1.324839115142822,302,0.007343053817749023,0,0,0,0
0,302,0,0.1464343465215597,1.328808069229126,302,0.003968954086303711,0,0,0,0
0,302,0,0.1435056595911285,1.335894107818604,302,0.007086038589477539,0,0,0,0
0,302,0,0.140635546399306,1.341432094573975,302,0.005537986755371094,0,0,0,0
0,302,0,0.1378228354713198,1.346800088882446,302,0.00536799430847168,0,0,0,0
0,302,0,0.1350663787618934,1.354814052581787,302,0.00801396369934082,0,0,0,0
0,302,0,0.1323650511866556,1.361608982086182,302,0.006794929504394531,0,0,0,0
0,302,0,0.1297177501629224,1.366408109664917,302,0.004799127578735352,0,0,0,0
0,302,0,0.127123395159664,1.371479034423828,302,0.005070924758911133,0,0,0,0
0,302,0,0.1245809272564707,1.377019166946411,302,0.005540132522583008,0,0,0,0
0,302,0,0.1220893087113413,1.384911060333252,302,0.00789189338684082,0,0,0,0
0,302,0,0.1196475225371145,1.396036148071289,302,0.01112508773803711,0,0,0,0
0,302,0,0.1172545720863722,1.398131132125854,302,0.00209498405456543,0,0,0,0
0,302,0,0.1149094806446447,1.404433965682983,302,0.006302833557128906,0,0,0,0
0,302,0,0.1126112910317518,1.409204006195068,302,0.004770040512084961,0,0,0,0
0,302,0,0.1103590652111168,1.416366100311279,302,0.007162094116210938,0,0,0,0
0,302,0,0.1081518839068945,1.422068119049072,302,0.005702018737792969,0,0,0,0
0,302,0,0.1059888462287566,1.42586612701416,302,0.003798007965087891,0,0,0,0
0,302,0,0.1038690693041814,1.43167519569397,302,0.00580906867980957,0,0,0,0
0,302,0,0.1017916879180978,1.436810970306396,302,0.005135774612426758,0,0,0,0
0,302,0,0.09975585415973587,1.445337057113647,302,0.008526086807250977,0,0,0,0
0,302,0,0.09776073707654115,1.449511051177979,302,0.004173994064331055,0,0,0,0
2.0,302,0,0.07580552233501033,1.454801082611084,303,0.005290031433105469,0,2.0,-2.0,-1
2.0,302,0,0.05428941188831011,1.461474180221558,303,0.006673097610473633,0,2.0,-2.0,-1
2.0,302,0,0.03320362365054391,1.465514183044434,303,0.004040002822875977,0,2.0,-2.0,-1
2.0,302,0,0.01253955117753303,1.47120213508606,303,0.005687952041625977,0,2.0,-2.0,-1
0,302,0,0.01228876015398237,1.477112054824829,302,0.005909919738769531,0,0,0,0
0,302,0,0.01204298495090272,1.484892129898071,302,0.007780075073242188,0,0,0,0
0,302,0,0.01180212525188467,1.487509965896606,302,0.002617835998535156,0,0,0,0
0,302,0,0.01156608274684697,1.494765996932983,302,0.007256031036376953,0,0,0,0
0,302,0,0.01133476109191003,1.500504016876221,302,0.005738019943237305,0,0,0,0
0,302,0,0.01110806587007183,1.506093978881836,302,0.005589962005615234,0,0,0,0
0,302,0,0.0108859045526704,1.515276193618774,302,0.009182214736938477,0,0,0,0
0,302,0,0.01066818646161699,1.520717144012451,302,0.005440950393676758,0,0,0,0
0,302,0,0.01045482273238465,1.527213096618652,302,0.006495952606201172,0,0,0,0
0,302,0,0.01024572627773695,1.531285047531128,302,0.004071950912475586,0,0,0,0
0,302,0,0.01004081175218221,1.53752613067627,302,0.006241083145141602,0,0,0,0
0,302,0,0.00983999551713857,1.545292139053345,302,0.007766008377075195,0,0,0,0
0,302,0,0.0096431956067958,1.550737142562866,302,0.005445003509521484,0,0,0,0
0,302,0,0.009450331694659882,1.554876089096069,302,0.004138946533203125,0,0,0,0
0,302,0,0.009261325060766683,1.560427188873291,302,0.00555109977722168,0,0,0,0
0,302,0,0.009076098559551351,1.567013025283813,302,0.006585836410522461,0,0,0,0
0,302,0,0.008894576588360323,1.574877977371216,302,0.007864952087402344,0,0,0,0
0,302,0,0.008716685056593118,1.578495025634766,302,0.003617048263549805,0,0,0,0
0,302,0,0.008542351355461253,1.588632106781006,302,0.01013708114624023,0,0,0,0
0,302,0,0.00837150432835203,1.592735052108765,302,0.004102945327758789,0,0,0,0
0,302,0,0.008204074241784989,1.597967147827148,302,0.005232095718383789,0,0,0,0
0,302,0,0.008039992756949289,1.605281114578247,302,0.007313966751098633,0,0,0,0
0,302,0,0.007879192901810304,1.609205007553101,302,0.003923892974853516,0,0,0,0
0,302,0,0.007721609043774097,1.614847183227539,302,0.005642175674438477,0,0,0,0
0,302,0,0.007567176862898615,1.621721029281616,302,0.006873846054077148,0,0,0,0
0,302,0,0.007415833325640642,1.625508069992065,302,0.003787040710449219,0,0,0,0
0,302,0,0.007267516659127829,1.631134986877441,302,0.005626916885375977,0,0,0,0
0,302,0,0.007122166325945273,1.636730194091797,302,0.005595207214355469,0,0,0,0
0,302,0,0.006979722999426366,1.644832134246826,302,0.008101940155029297,0,0,0,0
0,302,0,0.00684012853943784,1.650107145309448,302,0.00527501106262207,0,0,0,0
0,302,0,0.006703325968649083,1.654637098312378,302,0.004529953002929688,0,0,0,0
0,302,0,0.006569259449276101,1.660133123397827,302,0.005496025085449219,0,0,0,0
0,302,0,0.006437874260290579,1.666645050048828,302,0.006511926651000977,0,0,0,0
0,302,0,0.006309116775084767,1.673057079315186,302,0.006412029266357422,0,0,0,0
0,302,0,0.006182934439583072,1.677474021911621,302,0.004416942596435547,0,0,0,0
0,302,0,0.006059275750791411,1.684055089950562,302,0.00658106803894043,0,0,0,0
0,302,0,0.005938090235775583,1.69011116027832,302,0.006056070327758789,0,0,0,0
0,302,0,0.005819328431060072,1.694796085357666,302,0.004684925079345703,0,0,0,0
0,302,0,0.00570294186243887,1.700829982757568,302,0.006033897399902344,0,0,0,0
0,302,0,0.005588883025190093,1.706648111343384,302,0.00581812858581543,0,0,0,0
0,302,0,0.00547710536468629,1.713041067123413,302,0.006392955780029297,0,0,0,0
0,302,0,0.005367563257392565,1.717586040496826,302,0.004544973373413086,0,0,0,0
0,302,0,0.005260211992244713,1.722962141036987,302,0.005376100540161133,0,0,0,0
0,302,0,0.005155007752399819,1.73011302947998,302,0.007150888442993164,0,0,0,0
0,302,0,0.005051907597351823,1.737303972244263,302,0.007190942764282227,0,0,0,0
0,302,0,0.004950869445404786,1.741552114486694,302,0.004248142242431641,0,0,0,0
0,302,0,0.004851852056496691,1.746927976608276,302,0.005375862121582031,0,0,0,0
0,302,0,0.004754815015366757,1.754661083221436,302,0.00773310661315918,0,0,0,0
0,302,0,0.004659718715059421,1.757870197296143,302,0.003209114074707031,0,0,0,0
0,302,0,0.004566524340758233,1.765873193740845,302,0.008002996444702148,0,0,0,0
0,302,0,0.004475193853943068,1.772986173629761,302,0.007112979888916016,0,0,0,0
0,302,0,0.004385689976864207,1.776908159255981,302,0.003921985626220703,0,0,0,0
0,302,0,0.004297976177326922,1.78282904624939,302,0.005920886993408203,0,0,0,0
0,302,0,0.004212016653780384,1.787983179092407,302,0.005154132843017578,0,0,0,0
0,302,0,0.004127776320704776,1.796444177627563,302,0.00846099853515625,0,0,0,0
0,302,0,0.00404522079429068,1.802483081817627,302,0.006038904190063477,0,0,0,0
0,302,0,0.003964316378404868,1.806780099868774,302,0.004297018051147461,0,0,0,0
0,302,0,0.00388503005083677,1.812528133392334,302,0.00574803352355957,0,0,0,0
0,302,0,0.003807329449820034,1.81861400604248,302,0.006085872650146484,0,0,0,0
0,302,0,0.003731182860823634,1.82461404800415,302,0.006000041961669922,0,0,0,0
0,302,0,0.003656559203607161,1.830013990402222,302,0.005399942398071289,0,0,0,0
0,302,0,0.003583428019535018,1.837704181671143,302,0.007690191268920898,0,0,0,0
0,302,0,0.003511759459144317,1.840933084487915,302,0.003228902816772461,0,0,0,0
0,302,0,0.003441524269961431,1.847393989562988,302,0.006460905075073242,0,0,0,0
0,302,0,0.003372693784562202,1.854833126068115,302,0.007439136505126953,0,0,0,0
0,302,0,0.003305239908870958,1.85853910446167,302,0.003705978393554688,0,0,0,0
0,302,0,0.003239135110693539,1.865900993347168,302,0.007361888885498047,0,0,0,0
0,302,0,0.003174352408479668,1.87254810333252,302,0.006647109985351563,0,0,0,0
0,302,0,0.003110865360310075,1.876801013946533,302,0.004252910614013672,0,0,0,0
0,302,0,0.003048648053103872,1.882500171661377,302,0.00569915771484375,0,0,0,0
0,302,0,0.002987675092041795,1.887922048568726,302,0.005421876907348633,0,0,0,0
0,302,0,0.002927921590200959,1.895186185836792,302,0.007264137268066406,0,0,0,0
0,302,0,0.00286936315839694,1.90052604675293,302,0.005339860916137695,0,0,0,0
