Lys=meas,Avstand=calc,Fart_IIR=calc,Ts=calc,Tid=meas,Avstand_IIR=calc,Fart=calc
Lys0=82
82,82,0,0.005,0,82,0
82,82,0,0.01919412612915039,0.01919412612915039,81.99999999999999,0
82,82,0,0.006982803344726563,0.02617692947387695,81.99999999999998,0
82,82,0,0.004625082015991211,0.03080201148986816,81.99999999999996,0
82,82,0,0.005857944488525391,0.03665995597839355,81.99999999999994,0
82,82,0,0.005900144577026367,0.04256010055541992,81.99999999999994,0
82,82,0,0.009534835815429688,0.05209493637084961,81.99999999999994,0
82,82,0,0.007769107818603516,0.05986404418945313,81.99999999999994,0
82,82,0,0.006916999816894531,0.06678104400634766,81.99999999999994,0
82,82,0,0.007215976715087891,0.07399702072143555,81.99999999999994,0
82,82,0,0.004182100296020508,0.07817912101745605,81.99999999999994,0
82,82,0,0.007879972457885742,0.0860590934753418,81.99999999999994,0
82,82,0,0.006482839584350586,0.09254193305969238,81.99999999999994,0
82,82,0,0.009695053100585938,0.1022369861602783,81.99999999999994,0
82,82,0,0.005150079727172852,0.1073870658874512,81.99999999999994,0
82,82,0,0.01080107688903809,0.1181881427764893,81.99999999999994,0
82,82,0,0.007419824600219727,0.125607967376709,81.99999999999994,0
82,82,0,0.008635997772216797,0.1342439651489258,81.99999999999994,0
81,81,-11.23976060741402,0.002669095993041992,0.1369130611419678,81.96999999999994,-374.6586869138008
81,81,-10.9025677891916,0.01084709167480469,0.1477601528167725,81.94089999999994,0
81,81,-10.57549075551586,0.006379842758178711,0.1541399955749512,81.91267299999996,0
81,81,-10.25822603285038,0.00798797607421875,0.1621279716491699,81.88529280999996,0
81,81,-9.950479251864868,0.006734132766723633,0.1688621044158936,81.85873402569996,0
81,81,-9.651964874308922,0.007760047912597656,0.1766221523284912,81.83297200492897,0
81,81,-9.362405928079653,0.005975008010864258,0.1825971603393555,81.8079828447811,0
81,81,-9.081533750237263,0.007052898406982422,0.1896500587463379,81.78374335943767,0
81,81,-8.809087737730145,0.006298065185546875,0.1959481239318848,81.76023105865454,0
81,81,-8.544815105598241,0.008816003799438477,0.2047641277313232,81.7374241268949,0
81,81,-8.288470652430293,0.00518798828125,0.2099521160125732,81.71530140308803,0
81,81,-8.039816532857385,0.005312919616699219,0.2152650356292725,81.69384236099541,0
81,81,-7.798622036871663,0.006505012512207031,0.2217700481414795,81.67302709016553,0
81,81,-7.564663375765513,0.005203008651733398,0.2269730567932129,81.65283627746055,0
81,81,-7.337723474492548,0.007535934448242188,0.2345089912414551,81.63325118913674,0
81,81,-7.117591770257771,0.00739598274230957,0.2419049739837646,81.61425365346261,0
80,80,-10.53381997399536,0.008265018463134766,0.2501699924468994,81.56582604385873,-120.9918652281775
80,80,-10.2178053747755,0.007951021194458008,0.2581210136413574,81.51885126254298,0
80,80,-9.911271213532237,0.007573127746582031,0.2656941413879395,81.4732857246667,0
80,80,-9.613933077126269,0.004199981689453125,0.2698941230773926,81.4290871529267,0
80,80,-9.325515084812482,0.005946874618530273,0.2758409976959229,81.3862145383389,0
80,80,-9.045749632268107,0.005290031433105469,0.2811310291290283,81.34462810218874,0
80,80,-8.774377143300063,0.006438970565795898,0.2875699996948242,81.30428925912309,0
80,80,-8.511145829001061,0.006552934646606445,0.2941229343414307,81.26516058134939,0
80,80,-8.255811454131029,0.005806207656860352,0.299929141998291,81.22720576390892,0
80,80,-8.008137110507098,0.006222009658813477,0.3061511516571045,81.19038959099164,0
80,80,-7.767892997191885,0.008893966674804688,0.3150451183319092,81.15467790326191,0
80,80,-7.534856207276128,0.006816864013671875,0.3218619823455811,81.12003756616405,0
80,80,-7.308810521057844,0.005280971527099609,0.3271429538726807,81.08643643917913,0
80,80,-7.089546205426108,0.005511999130249023,0.3326549530029297,81.05384334600377,0
80,80,-6.876859819263325,0.005238056182861328,0.337893009185791,81.02222804562365,0
80,80,-6.670554024685425,0.006911039352416992,0.344804048538208,80.99156120425496,0
80,80,-6.470437403944862,0.007061004638671875,0.3518650531768799,80.96181436812731,0
80,80,-6.276324281826516,0.007942914962768555,0.3598079681396484,80.93295993708351,0
80,80,-6.08803455337172,0.005722999572753906,0.3655309677124023,80.90497113897099,0
79,79,-11.16932925974246,0.00569915771484375,0.3712301254272461,80.84782200480188,-175.4645247657296
79,79,-10.83424938195018,0.005708932876586914,0.376939058303833,80.79238734465781,0
79,79,-10.50922190049168,0.008965969085693359,0.3859050273895264,80.73861572431808,0
79,79,-10.19394524347693,0.006299972534179688,0.3922049999237061,80.68645725258854,0
79,79,-9.888126886172618,0.00633692741394043,0.3985419273376465,80.63586353501089,0
79,79,-9.591483079587439,0.007341146469116211,0.4058830738067627,80.58678762896056,0
79,79,-9.303738587199815,0.006708860397338867,0.4125919342041016,80.53918400009175,0
79,79,-9.024626429583821,0.006107091903686523,0.4186990261077881,80.49300848008901,0
79,79,-8.753887636696305,0.006511926651000977,0.4252109527587891,80.44821822568634,0
79,79,-8.491271007595415,0.003785133361816406,0.4289960861206055,80.40477167891575,0
79,79,-8.236532877367553,0.005269050598144531,0.43426513671875,80.36262852854829,0
79,79,-7.989436891046527,0.005884885787963867,0.4401500225067139,80.32174967269183,0
79,79,-7.749753784315131,0.007059097290039063,0.4472091197967529,80.28209718251109,0
79,79,-7.517261170785677,0.006570816040039063,0.453779935836792,80.24363426703575,0
79,79,-7.291743335662106,0.005242109298706055,0.459022045135498,80.20632523902469,0
79,79,-7.072991035592243,0.006920099258422852,0.4659421443939209,80.17013548185394,0
