Temp_IIR_02=calc,Temp=calc,Temp_FIR_02=calc,Temp_FIR=calc,Temp_IIR_03=calc,Temp_IIR=calc,Ts=calc,Lys=meas,Tid=meas,Temp_FIR_03=calc
Lys0=39
39.48183048652963,39.48183048652963,39.48183048652963,39.48183048652963,39.48183048652963,39.48183048652963,0.005,39,0,39.48183048652963
39.48759890791671,39.53951470040047,39.510672593465046,39.510672593465046,39.484714697223176,39.516441014852134,0.01950383186340332,39,0.01950383186340332,39.510672593465046
39.53075661679838,39.91917599673337,39.64684039455449,39.64684039455449,39.506437762198686,39.758082003980874,0.007857084274291989,39,0.02736091613769531,39.64684039455449
39.49101422637311,39.13333271254573,39.5184634740523,39.53067446989319,39.487782509716034,39.383232429119786,0.006428956985473643,39,0.03378987312316895,39.5184634740523
39.46539379644521,39.23480992709414,39.46173276466067,39.42910621212442,39.47513388058494,39.2941789279044,0.00699615478515625,39,0.0407860279083252,39.46173276466067
39.51077976642153,39.91925349620835,39.537986219918615,39.429132045282735,39.49733986136611,39.66922366888677,0.00729680061340332,39,0.04808282852172852,39.537986219918615
39.526283568631555,39.665817788521814,39.55624787257621,39.606627070608106,39.5057637577239,39.667180140667796,0.005801200866699205,39,0.05388402938842773,39.55624787257621
39.48328949114393,39.09634279375521,39.49875973772359,39.560471359495125,39.48529270952546,39.32467773252024,0.0049538612365722726,39,0.058837890625,39.49875973772359
39.50544316388274,39.70482621853203,39.521656013368975,39.48899560026968,39.49626938497579,39.55276682412731,0.01143503189086914,39,0.07027292251586914,39.521656013368975
39.469501742377396,39.14602894882931,39.48409330691501,39.31573265370552,39.47875736316846,39.30872409894851,0.006698131561279297,39,0.07697105407714844,39.48409330691501
39.50407801000404,39.815264418643835,39.51743670012643,39.55537319533506,39.495582715942234,39.612648290765705,0.005819797515869141,39,0.08279085159301758,39.514199771617626
39.523073257822155,39.694030488185234,39.532888278904906,39.55177461855279,39.50550510455438,39.66147760921743,0.006060123443603516,39,0.0888509750366211,39.52918566466493
39.543328500608766,39.725625685688236,39.51353324780039,39.744973530839104,39.51651113361107,39.69996645509991,0.007927894592285156,39,0.09677886962890625,39.54429643551287
39.4985171935539,39.0952154300601,39.50972151955182,39.50495720131119,39.49544634843352,39.337115840076024,0.0047380924224853516,39,0.1015169620513916,39.51221922083767
39.54791332884154,39.992478546430256,39.58548838148543,39.604439887392864,39.52029795833336,39.73033346388856,0.006177902221679701,39,0.1076948642730713,39.544236509210506
39.585211287464986,39.920892915076024,39.5856523233722,39.66952896385546,39.54032770617049,39.844669134601034,0.006335020065307603,39,0.1140298843383789,39.567777534577104
39.59795388095168,39.712637222331914,39.59033426675322,39.875336227946065,39.54894318197856,39.76544998723956,0.007616043090820299,39,0.1216459274291992,39.576298692680325
39.60815981085241,39.70001317995903,39.6507013053736,39.77784777245566,39.55649668187758,39.726187902871246,0.007091045379638686,39,0.1287369728088379,39.58317171975136
39.60926697995381,39.61923150186635,39.642141833707036,39.67729396805243,39.55963342287702,39.66201406226831,0.0060839653015137,39,0.1348209381103516,39.58506960302057
39.58959833267451,39.41258050716083,39.66879698954018,39.577275062995405,39.55228077709121,39.512353929203826,0.006866931915283203,39,0.1416878700256348,39.576445148227585
39.62713992693264,39.965014275255825,39.68377197520138,39.66560876142767,39.572917451999444,39.78395013683503,0.0072250366210936945,39,0.1489129066467285,39.59494843999083
39.626766983884664,39.6234104964528,39.676709976028135,39.667001759623155,39.575442104222105,39.68762635260569,0.007835149765014704,39,0.1567480564117432,39.59624216983001
39.6228780735628,39.58787788066604,39.66293519552592,39.72543421745822,39.5760638930443,39.62777726944191,0.009131908416748019,39,0.1658799648284912,39.59587850508375
39.61112676910784,39.50536502901311,39.70395015542122,39.57221780204399,39.57252894984274,39.55432992518463,0.007807970046997098,39,0.1736879348754883,39.592107110247476
39.58588992027376,39.35875828076696,39.640578128854884,39.484000396815375,39.56184041638895,39.436986938534034,0.008213043212890597,39,0.1819009780883789,39.58277315706826
39.580714878924795,39.53413950678409,39.6019027880257,39.46608760552139,39.560455370908706,39.49527847948407,0.011359930038452204,39,0.1932609081268311,39.58090263205733
39.60108216010069,39.78438769068368,39.60907783486087,39.55909515941158,39.57165198689745,39.66874400620384,0.0069780349731445035,39,0.2002389430999756,39.58843911571016
39.61184057041974,39.70866626329118,39.60994314319409,39.67573115358632,39.57850270071713,39.692697360456236,0.007390975952148382,39,0.207629919052124,39.592732942409484
39.55949915610751,39.08842642729754,39.556862635737204,39.5271601270908,39.55399888704615,39.33013480056102,0.006407022476196317,39,0.2140369415283203,39.575343062578035
39.54819622976962,39.446469892728594,39.560251574293986,39.41452086110578,39.548622437330266,39.399935855861564,0.0082619190216065,39,0.2222988605499268,39.571047290249716
39.54490934408104,39.51532737288382,39.51528288405678,39.35007456430332,39.54695768410794,39.46917076607492,0.009119987487792885,39,0.2314188480377197,39.569249873560494
39.55533674911689,39.64918339443957,39.51786017385545,39.53699355335066,39.552068969624514,39.577178343093706,0.009710073471069391,39,0.2411289215087891,39.57174779608797
39.50217164965872,39.02368575453515,39.46144096124237,39.396065507286174,39.52564980887004,39.24508278995857,0.0071561336517333984,39,0.2482850551605225,39.55513985543485
39.491536801977915,39.395823172850626,39.45048677562612,39.35623077394178,39.51915847706907,39.33552701969381,0.009133815765380832,39,0.2574188709259033,39.55045407065296
39.519949325386726,39.775662036066,39.49217715115603,39.39839032115059,39.53198365501891,39.59960802951713,0.010195970535278265,39,0.2676148414611816,39.55688858395048
39.492988635214914,39.25034242366859,39.46379744284447,39.473942544195076,39.5179015934514,39.390048666008006,0.0072460174560546875,39,0.2748608589172363,39.54837341283154
39.53673300858964,39.93043236896218,39.478401910672325,39.65214560956559,39.538528132226936,39.71427888778051,0.00716614723205572,39,0.282027006149292,39.5586993305648
39.577970494613595,39.94910786882919,39.502446071226125,39.70996088715332,39.559057119057044,39.855176276409715,0.006927013397216797,39,0.2889540195465088,39.568973239466494
39.55833298792578,39.38159542773544,39.531762971269906,39.75371188850894,39.55018403449096,39.57102776720515,0.008091926574707031,39,0.2970459461212158,39.56416868019134
39.521719416071576,39.192197269383726,39.506335708935424,39.50763352198278,39.53228469623559,39.343729468512294,0.006973981857299805,39,0.3040199279785156,39.55486939492115
39.474909974817216,39.05362500352796,39.460165471999844,39.209139233549045,39.508351711600206,39.16966678952169,0.00610589981079096,39,0.3101258277893066,39.54264392196034
39.47385839969001,39.464394223545185,39.4416865549104,39.23673883215229,39.50615383719745,39.34650324993579,0.017028093338012695,39,0.3271539211273193,39.540780833902836
39.46522642640859,39.38753866687587,39.47807184614448,39.30185263131634,39.50022307868137,39.37112450009984,0.006655931472778431,39,0.3338098526000977,39.53721706257663
39.43040952159381,39.117057378260725,39.45019526668548,39.32299675622726,39.48106479366034,39.21868422699637,0.0063610076904295765,39,0.3401708602905273,39.527667978842175
39.45025552482299,39.628869553885636,39.435516018467446,39.377821866340746,39.488455031671606,39.46479542312993,0.00952005386352539,39,0.3496909141540527,39.52991690273203
39.492989435679576,39.87759463338886,39.49824123943948,39.54117385517841,39.50791201175747,39.71247494928529,0.012642145156860407,39,0.3623330593109131,39.53747511426805
39.499694797831765,39.56004305720145,39.461202308263395,39.68883574815865,39.51051856402967,39.62101581403498,0.007468938827514593,39,0.3698019981384277,39.53795528326663
39.513920587460895,39.64195269412307,39.430486790792784,39.69319679490446,39.51709027053433,39.63357794208784,0.008008956909179743,39,0.3778109550476074,39.540121895992804
39.501525253326975,39.38996724612164,39.43132397263141,39.53065433248205,39.510734119313696,39.48741152450812,0.006880998611450195,39,0.3846919536590576,39.53705751538319
39.48231779023557,39.30945062241292,39.443049307934324,39.447123520885874,39.500669944468655,39.380634983251,0.007557868957519476,39,0.3922498226165771,39.53250537752378
39.534009033441045,39.999230222290365,39.53760982981056,39.56621603027498,39.52559795835974,39.751792126674616,0.007035017013549916,39,0.399284839630127,39.542853372239
39.52307703953068,39.424689094337445,39.5336393168898,39.57778997968024,39.52055251515862,39.55553030727231,0.008088111877441406,39,0.4073729515075684,39.54055686011774
39.4868556565902,39.160863210125825,39.51097177121479,39.52826084225121,39.502568049906984,39.31873004898442,0.0054359436035155695,39,0.412808895111084,39.52539060438559
39.46636538728686,39.281952963556755,39.5274613297444,39.28916842267335,39.491537295589474,39.29666379772782,0.004881143569946289,39,0.4176900386810303,39.52836300940581
39.50307470470612,39.83345856147951,39.54792023050379,39.425424911720704,39.508633358883976,39.61874065597883,0.017097949981689453,39,0.4347879886627197,39.540335982093524
