Tid=meas,Temp=calc,Ts=calc,Temp_FIR=calc,Temp_IIR=calc,Lys=meas
Lys0=25
21.82695198059082,30,0.00648999214172008,29.833333333333332,30.96493277052585,30
21.83273196220398,30,0.00577998161315918,29.833333333333332,30.963967837755323,30
21.84250402450562,30,0.009772062301639295,29.833333333333332,30.963003869917568,30
21.84854817390442,30,0.006044149398800158,29.833333333333332,30.96204086604765,30
21.85497999191284,30,0.006431818008419299,29.833333333333332,30.961078825181605,30
21.86166095733643,30,0.00668096542359109,29.866666666666667,30.960117746356424,30
21.86833500862122,30,0.006674051284790039,29.866666666666667,30.95915762861007,30
21.87472414970398,30,0.006389141082760119,29.9,30.958198470981458,30
21.8813111782074,30,0.0065870285034215215,29.9,30.95724027251048,30
21.88961505889893,30,0.00830388069152832,29.9,30.95628303223797,30
21.89667797088623,30,0.007062911987301135,29.933333333333334,30.95532674920573,30
21.9038200378418,30,0.007142066955569959,29.966666666666665,30.95437142245653,30
21.91092896461487,30,0.007108926773071289,29.966666666666665,30.953417051034073,30
21.91706800460815,30,0.006139039993279027,29.966666666666665,30.95246363398304,30
21.92394614219666,30,0.006878137588508082,29.966666666666665,30.951511170349058,30
21.93097615242004,30,0.0070300102233815664,30.0,30.950559659178708,30
21.93540596961975,30,0.004429817199710584,30.0,30.94960909951953,30
21.94158601760865,30,0.006180047988898707,30.0,30.948659490420013,30
21.94727897644043,30,0.005692958831780004,30.0,30.947710830929594,30
21.95310711860657,30,0.005828142166141248,30.0,30.946763120098666,30
21.95993113517761,30,0.0068240165710378164,30.0,30.94581635697857,30
21.96655106544495,30,0.00661993026734109,30.0,30.94487054062159,30
21.97167897224426,30,0.005127906799309301,30.0,30.94392567008097,30
21.97759199142456,30,0.005913019180301404,30.0,30.94298174441089,30
21.98269104957581,30,0.00509905815124867,30.0,30.94203876266648,30
21.98825597763062,30,0.00556492805480957,30.0,30.941096723903815,30
21.99362516403198,30,0.005369186401360082,30.0,30.940155627179912,30
21.99996614456177,30,0.006340980529792262,30.0,30.939215471552732,30
22.00591516494751,30,0.005949020385738635,30.0,30.93827625608118,30
22.01252317428589,30,0.006608009338378906,30.0,30.937337979825102,30
22.0198061466217,30,0.007282972335811877,30.0,30.936400641845278,30
22.02371406555176,30,0.003907918930060816,30.0,30.935464241203434,30
22.03132104873657,29,0.007606983184807348,29.966666666666665,30.93352877696223,29
22.03683710098267,30,0.005516052246100855,29.966666666666665,30.93259524818527,30
22.0426721572876,30,0.005835056304931641,29.966666666666665,30.931662652937085,30
22.0506911277771,30,0.0080189704894984,29.966666666666665,30.93073099028415,30
22.05754518508911,30,0.006854057312011719,29.966666666666665,30.929800259293867,30
22.06430315971375,30,0.006757974624637342,29.966666666666665,30.928870459034574,30
22.071613073349,30,0.0073099136352503535,29.966666666666665,30.92794158857554,30
22.07793617248535,30,0.006323099136352539,29.966666666666665,30.927013646986964,30
22.08459115028381,30,0.006654977798458361,29.966666666666665,30.926086633339978,30
22.09267210960388,30,0.00808095932006836,29.966666666666665,30.92516054670664,30
22.09968996047974,30,0.007017850875861598,29.966666666666665,30.924235386159932,30
22.10558319091797,30,0.005893230438228869,29.966666666666665,30.923311150773774,30
22.11067008972168,30,0.0050868988037109375,29.966666666666665,30.922387839623003,30
22.11583209037781,30,0.005162000656131482,29.966666666666665,30.92146545178338,30
22.12175416946411,30,0.005922079086300158,29.966666666666665,30.920543986331598,30
22.12986707687378,30,0.008112907409667969,29.966666666666665,30.919623442345266,30
22.13792705535889,30,0.008059978485110975,29.966666666666665,30.918703818902923,30
22.14480400085449,30,0.006876945495598363,29.966666666666665,30.917785115084023,30
22.15189599990845,30,0.0070919990539621836,29.966666666666665,30.91686732996894,30
22.15661311149597,30,0.004717111587520861,29.966666666666665,30.915950462638975,30
22.16223311424256,30,0.005620002746589137,29.966666666666665,30.915034512176337,30
22.16766214370728,30,0.005429029464718127,29.966666666666665,30.914119477664162,30
22.17322897911072,30,0.005566835403442383,29.966666666666665,30.9132053581865,30
22.18161010742187,30,0.008381128311150121,29.966666666666665,30.912292152828314,30
22.18784999847412,30,0.0062398910522496465,29.966666666666665,30.91137986067549,30
22.19392704963684,30,0.0060770511627197266,29.966666666666665,30.910468480814814,30
22.20080018043518,30,0.006873130798339844,29.966666666666665,30.909558012334,30
22.20562815666199,29,0.004827976226810193,29.933333333333334,30.907648454321667,29
22.21079301834107,30,0.005164861679080701,29.933333333333334,30.906740805867347,30
22.21678900718689,30,0.00599598884581809,29.933333333333334,30.90583406506148,30
22.22261309623718,30,0.005824089050289416,29.966666666666665,30.90492823099642,30
22.22800803184509,30,0.005394935607910156,29.966666666666665,30.904023302765424,30
22.23460507392883,30,0.006597042083740234,29.966666666666665,30.90311927946266,30
22.24175810813904,30,0.0071530342102121836,29.966666666666665,30.9022161601832,30
22.25078701972961,30,0.009028911590569066,29.966666666666665,30.90131394402302,30
22.25826215744019,30,0.0074751377105783945,29.966666666666665,30.900412630078996,30
22.26446700096131,30,0.006204843521121717,29.966666666666665,30.89951221744892,30
22.27128100395203,30,0.0068140029907191035,29.966666666666665,30.89861270523147,30
22.27471899986267,30,0.0034379959106409785,29.966666666666665,30.89771409252624,30
22.28061318397522,30,0.005894184112548828,29.966666666666665,30.896816378433716,30
22.28690409660339,30,0.006290912628170275,29.966666666666665,30.895919562055283,30
22.29491114616394,30,0.008007049560550428,29.966666666666665,30.89502364249323,30
22.29983115196228,30,0.004920005798339844,29.966666666666665,30.894128618850736,30
22.30540609359741,30,0.005574941635128283,29.966666666666665,30.893234490231887,30
22.31243395805359,30,0.0070278644561803105,29.966666666666665,30.892341255741655,30
22.32272601127625,30,0.010292053222659803,29.966666666666665,30.891448914485913,30
22.33001613616943,30,0.007290124893181371,29.966666666666665,30.89055746557143,30
22.33986306190491,30,0.009846925735480738,29.966666666666665,30.88966690810586,30
22.34654498100281,30,0.006681919097900391,29.966666666666665,30.888777241197754,30
22.35199904441834,30,0.005454063415527344,29.966666666666665,30.887888463956557,30
22.35958409309387,30,0.007585048675530004,29.966666666666665,30.8870005754926,30
22.36466908454895,30,0.005084991455081678,29.966666666666665,30.886113574917108,30
22.37136101722717,30,0.0066919326782191035,29.966666666666665,30.885227461342193,30
22.37785601615906,30,0.006494998931891871,29.966666666666665,30.88434223388085,30
