IAElist=calc,Referanse=calc,HastighetMotorA=meas,Ts=calc,Filtrert_Avvik=calc,Filtrert_Avvik_Derivert=calc,PowerA=calc,HastighetMotorD=meas,PowerD=calc,VinkelPosMotorA=meas,MAElist=calc,abs_Avvik=calc,TvD=calc,Avvik=calc,VinkelPosMotorD=meas,Lys=meas,Integrert_Avvik=calc,Tid=meas,TvA=calc
Lys0=36
0.1470584869384766,36,109,0.007369041442871094,0.307781007711444,0.9373018660028382,15.78121917410931,133,24.21878082589069,29,0.3809523809523809,2,32.91215242276391,2,33,34,0.06264090538024902,0.3260350227355957,32.91215242276391
0.1716310977935791,36,96,0.00819087028503418,0.3616253875572151,1.314741363787729,13.70163583940981,134,26.29836416059019,30,0.4186046511627907,3,34.9917357574634,3,34,33,0.0708317756652832,0.3342258930206299,34.9917357574634
0.1900453567504883,36,92,0.006138086318969727,0.4143928798060708,1.719346698849054,13.61611120765832,134,26.38388879234168,30,0.4772727272727273,3,35.07726038921489,3,35,33,0.08003890514373779,0.3403639793395996,35.07726038921489
0.2094223499298096,36,89,0.00645899772644043,0.4661050222099493,1.601243554930844,13.63488758814713,136,26.36511241185287,31,0.5333333333333333,3,35.0960367697037,3,36,33,0.08972740173339844,0.34682297706604,35.0960367697037
0.2421195507049561,36,82,0.01089906692504883,0.5167829217657502,0.929949323264182,13.76097213428668,137,26.23902786571332,32,0.5869565217391305,3,35.22212131584325,3,37,33,0.1060760021209717,0.3577220439910889,35.22212131584325
0.2600831985473633,36,82,0.005987882614135742,0.5664472633304351,1.658828162310366,13.61070545451684,139,26.38929454548316,32,0.6382978723404255,3,35.3723879956131,3,38,33,0.1150578260421753,0.3637099266052246,35.37238799561308
0.2802612781524658,36,83,0.00672602653503418,0.6151183180638265,1.447245397557563,13.64797748756613,140,26.35202251243388,33,0.6875,3,35.40966002866238,3,39,33,0.1251468658447266,0.3704359531402588,35.40966002866237
0.3039491176605225,36,85,0.007895946502685547,0.6628159517025498,1.208154934243807,13.68987362035186,143,26.31012637964814,33,0.7346938775510204,3,35.45155616144812,3,41,33,0.1369907855987549,0.3783318996429443,35.45155616144811
0.3258767127990723,36,84,0.007309198379516602,0.7095596326684987,1.279037140295551,13.67021528035687,143,26.32978471964313,34,0.7800000000000001,3,35.4712145014431,3,41,33,0.1479545831680298,0.3856410980224609,35.47121450144309
0.3433182239532471,36,83,0.005813837051391602,0.7553684400151289,1.575854532615951,13.60649142410425,147,26.39350857589575,35,0.8235294117647058,3,35.53493835769572,3,42,33,0.1566753387451172,0.3914549350738525,35.53493835769571
0.3579742908477783,36,80,0.007328033447265625,0.7802610712148263,0.6793809383876608,15.78029011786446,151,24.21970988213554,35,0.8653846153846153,2,37.70873705145593,2,44,34,0.1676673889160156,0.3987829685211182,37.70873705145592
0.3801205158233643,36,80,0.01107311248779297,0.8046558497905297,0.4406128557367473,15.82250717815075,154,24.17749282184925,36,0.8867924528301888,2,37.75095411174222,2,45,34,0.1787405014038086,0.4098560810089111,37.7509541117422
0.3970682621002197,36,79,0.008473873138427734,0.8285627327947191,0.5642492544707878,15.79354296183473,156,24.20645703816528,37,0.9074074074074074,2,37.77991832805824,2,47,34,0.1872143745422363,0.4183299541473389,37.77991832805823
0.4120304584503174,36,80,0.007481098175048828,0.8519914781388248,0.6263450845290571,15.77738324673555,156,24.22261675326446,37,0.9272727272727273,2,37.79607804315742,2,48,34,0.1946954727172852,0.4258110523223877,37.79607804315741
0.424816370010376,36,81,0.006392955780029297,0.8749516485760484,0.7182959253041579,15.75579660069051,156,24.24420339930949,38,0.9464285714285714,2,37.81766468920246,2,49,34,0.2010884284973145,0.432204008102417,37.81766468920245
0.4388682842254639,36,83,0.007025957107543945,0.8974526156045274,0.6405096610771844,15.76784087498214,157,24.23215912501787,39,0.9649122807017545,2,37.82970896349409,2,50,34,0.2081143856048584,0.4392299652099609,37.82970896349407
0.4527285099029541,36,83,0.006930112838745117,0.919503563292437,0.6363806247028558,15.76520162583763,157,24.23479837416238,39,0.9827586206896552,2,37.83234821263859,2,51,34,0.2150444984436035,0.4461600780487061,37.83234821263858
0.4686181545257568,36,87,0.007944822311401367,0.9411134920265882,0.5440003032702067,15.77970527896846,157,24.22029472103155,40,1,2,37.84685186576942,2,52,34,0.2229893207550049,0.4541049003601074,37.84685186576941
0.475872278213501,36,88,0.007254123687744141,0.9422912221860564,0.03247063905066804,17.87838414996849,157,22.12161585003151,40,1.016666666666667,1,39.94553073676946,1,53,35,0.230243444442749,0.4613590240478516,39.94553073676944
0.4827241897583008,36,88,0.006851911544799805,0.9434453977423352,0.03368915517173559,17.87642746885808,155,22.12357253114192,41,1.016393442622951,1,39.94748741787987,1,55,35,0.2336694002151489,0.4682109355926514,39.94748741787986
0.4903192520141602,36,92,0.007595062255859375,0.9445764897874884,0.02978493150021686,17.87530954802842,154,22.12469045197158,42,1.016129032258065,1,39.94860533870953,1,55,35,0.2374669313430786,0.4758059978485107,39.94860533870952
0.4967622756958008,36,94,0.006443023681640625,0.9456849599917387,0.03440838522474418,17.8727741013631,150,22.1272258986369,43,1.015873015873016,1,39.95114078537485,1,57,35,0.2406884431838989,0.4822490215301514,39.95114078537483
0.5083022117614746,36,100,0.01153993606567383,0.9467712607919038,0.01882680794734233,17.87300543280216,148,22.12699456719784,43,1.015625,1,39.95137211681391,1,58,35,0.2464584112167358,0.4937889575958252,39.95137211681389
0.5154812335968018,36,97,0.007179021835327148,0.9478358355760658,0.0296579341470515,17.86904445210339,146,22.13095554789661,44,1.015384615384615,1,39.95533309751268,1,59,35,0.2500479221343994,0.5009679794311523,39.95533309751266
0.521949291229248,36,99,0.006468057632446289,0.9488791188645445,0.03225955449887079,17.86690711362492,143,22.13309288637509,45,1.015151515151515,1,39.95747043599116,1,60,35,0.2532819509506226,0.5074360370635986,39.95747043599114
0.5282671451568604,36,102,0.006317853927612305,0.9499015364872536,0.03236597852446899,17.86530636533789,141,22.13469363466211,46,1.014925373134328,1,39.95907118427818,1,61,35,0.2564408779144287,0.5137538909912109,39.95907118427816
0.5380401611328125,36,104,0.009773015975952148,0.9509035057575087,0.02050481187630226,17.86523534467354,138,22.13476465532647,47,1.014705882352941,1,39.95914220494253,1,62,35,0.2613273859024048,0.5235269069671631,39.95914220494252
0.543269157409668,36,104,0.005228996276855469,0.9518854356423583,0.03755710782185886,17.86051763641521,136,22.13948236358479,47,1.014492753623188,1,39.96385991320086,1,63,35,0.2639418840408325,0.5287559032440186,39.96385991320084
0.543269157409668,36,103,0.0109250545501709,0.9328477269295112,-0.3485146664562761,19.9350007276333,134,20.06499927236671,48,1.014285714285714,0,42.03834300441894,0,65,36,0.269404411315918,0.5396809577941895,42.03834300441893
0.543269157409668,36,103,0.007134914398193359,0.914190772390921,-0.5229762684557068,19.96989304803318,133,20.03010695196682,49,1,0,42.07323532481882,0,65,36,0.269404411315918,0.5468158721923828,42.07323532481881
0.543269157409668,36,104,0.007256031036376953,0.8959069569431025,-0.5039618864956736,19.96609017164118,133,20.03390982835882,50,0.9861111111111111,0,42.07703820121083,0,66,36,0.269404411315918,0.5540719032287598,42.07703820121082
0.543269157409668,36,104,0.005483150482177734,0.8779888178042404,-0.6535709423661693,19.99601198281528,133,20.00398801718473,50,0.9726027397260275,0,42.10696001238492,0,67,36,0.269404411315918,0.5595550537109375,42.10696001238492
0.543269157409668,36,104,0.006403923034667969,0.8604290414481556,-0.5484068518945059,19.97497916472094,131,20.02502083527906,51,0.9594594594594595,0,42.12799283047926,0,68,36,0.269404411315918,0.5659589767456055,42.12799283047924
0.543269157409668,36,106,0.007649898529052734,0.8432204606191924,-0.4499035056114408,19.95527849546433,129,20.04472150453567,52,0.9466666666666667,0,42.14769349973587,0,69,36,0.269404411315918,0.5736088752746582,42.14769349973586
0.543269157409668,36,106,0.004499197006225586,0.8263560514068086,-0.7496630705011761,20.01523040844228,129,19.98476959155773,52,0.9342105263157896,0,42.20764541271381,0,69,36,0.269404411315918,0.5781080722808838,42.2076454127138
0.543269157409668,36,106,0.007725000381469727,0.8098289303786725,-0.4278866074306072,19.95087511582816,124,20.04912488417184,53,0.9220779220779221,0,42.27200070532793,0,70,36,0.269404411315918,0.5858330726623535,42.27200070532791
0.543269157409668,36,108,0.006318807601928711,0.7936323517710989,-0.5126466772822699,19.96782712979849,123,20.03217287020151,54,0.9102564102564102,0,42.28895271929826,0,71,36,0.269404411315918,0.5921518802642822,42.28895271929825
0.543269157409668,36,108,0.006294012069702148,0.7777597047356769,-0.504372945575656,19.96617238345717,122,20.03382761654283,55,0.8987341772151899,0,42.29060746563959,0,72,36,0.269404411315918,0.5984458923339844,42.29060746563957
0.543269157409668,36,110,0.006211996078491211,0.7622045106409634,-0.5008114589309787,19.96546008612824,120,20.03453991387177,55,0.8875,0,42.29131976296852,0,73,36,0.269404411315918,0.6046578884124756,42.29131976296851
0.543269157409668,36,113,0.006247043609619141,0.7469604204281442,-0.4880417415158281,19.96290614264521,120,20.03709385735479,56,0.8765432098765432,0,42.29387370645155,0,73,36,0.269404411315918,0.6109049320220947,42.29387370645154
0.543269157409668,36,115,0.007326126098632813,0.7320212120195812,-0.4078337775635834,19.94686454985476,121,20.05313545014524,57,0.8658536585365853,0,42.30991529924199,0,74,36,0.269404411315918,0.6182310581207275,42.30991529924198
0.543269157409668,36,118,0.007431983947753906,0.7173807877791896,-0.3939842804643387,19.94409465043491,121,20.05590534956509,58,0.8554216867469879,0,42.31268519866184,0,75,36,0.269404411315918,0.6256630420684814,42.31268519866183
0.543269157409668,36,119,0.005116939544677734,0.7030331720236057,-0.5607889493440349,19.97745558421085,122,20.02254441578915,59,0.8452380952380953,0,42.34604613243778,0,76,36,0.269404411315918,0.6307799816131592,42.34604613243777
0.543269157409668,36,119,0.007541894912719727,0.6889725085831336,-0.3728681877218461,19.93987143188641,121,20.06012856811359,59,0.8352941176470589,0,42.38363028476222,0,77,36,0.269404411315918,0.6383218765258789,42.38363028476221
0.543269157409668,36,115,0.01099610328674316,0.6751930584114709,-0.250624240466623,19.91542264243537,121,20.08457735756463,61,0.8255813953488373,0,42.40807907421327,0,78,36,0.269404411315918,0.6493179798126221,42.40807907421325
0.543269157409668,36,113,0.006649017333984375,0.6616891972432414,-0.406191185551846,19.94653603145241,122,20.05346396854759,61,0.8160919540229886,0,42.4391924632303,0,79,36,0.269404411315918,0.6559669971466064,42.4391924632303
0.543269157409668,36,113,0.005847930908203125,0.6484554132983766,-0.4525971374354405,19.95581722182913,123,20.04418277817087,62,0.8068181818181818,0,42.44847365360703,0,80,36,0.269404411315918,0.6618149280548096,42.44847365360701
0.543269157409668,36,113,0.006569147109985352,0.6354863050324091,-0.3948490739765593,19.94426760913735,122,20.05573239086265,63,0.797752808988764,0,42.4600232662988,0,80,36,0.269404411315918,0.6683840751647949,42.46002326629879
0.543269157409668,36,112,0.007630825042724609,0.6227765789317608,-0.3331153847581913,19.93192087129368,123,20.06807912870632,63,0.7888888888888888,0,42.47237000414247,0,81,36,0.269404411315918,0.6760149002075195,42.47237000414247
0.543269157409668,36,113,0.008149147033691406,0.6103210473531257,-0.305689209610275,19.9264356362641,123,20.07356436373591,65,0.7802197802197802,0,42.47785523917206,0,82,36,0.269404411315918,0.6841640472412109,42.47785523917204
0.543269157409668,36,114,0.007772922515869141,0.5981146264060632,-0.3140754567446657,19.92811288569098,123,20.07188711430902,65,0.7717391304347826,0,42.47953248859893,0,83,36,0.269404411315918,0.6919369697570801,42.47953248859893
0.543269157409668,36,115,0.006319046020507813,0.5861523338779419,-0.3786107108351142,19.94101993650906,121,20.05898006349093,66,0.7634408602150538,0,42.49243953941702,0,84,36,0.269404411315918,0.6982560157775879,42.49243953941701
0.543269157409668,36,115,0.005075931549072266,0.574429287200383,-0.4619072012388147,19.9576792345898,120,20.0423207654102,67,0.7553191489361702,0,42.50909883749777,0,85,36,0.269404411315918,0.7033319473266602,42.50909883749775
0.543269157409668,36,117,0.006165027618408203,0.5629407014563753,-0.3727018419091531,19.93983816272387,120,20.06016183727613,67,0.7473684210526316,0,42.52693990936369,0,85,36,0.269404411315918,0.7094969749450684,42.52693990936367
0.543269157409668,36,116,0.006971120834350586,0.5516818874272477,-0.3230130217697305,19.92990039869599,119,20.07009960130401,68,0.7395833333333334,0,42.53687767339158,0,86,36,0.269404411315918,0.7164680957794189,42.53687767339156
0.543269157409668,36,116,0.005179882049560547,0.5406482496787028,-0.426018880081681,19.95050157035838,119,20.04949842964162,69,0.7319587628865979,0,42.55747884505396,0,87,36,0.269404411315918,0.7216479778289795,42.55747884505396
0.543269157409668,36,114,0.006176948547363281,0.5298352846851287,-0.3501070119222463,19.93531919672649,119,20.06468080327351,69,0.7244897959183674,0,42.57266121868585,0,87,36,0.269404411315918,0.7278249263763428,42.57266121868584
0.543269157409668,36,113,0.008650064468383789,0.5192385789914261,-0.2450087102225393,19.91429953638655,120,20.08570046361345,71,0.7171717171717171,0,42.5936808790258,0,89,36,0.269404411315918,0.7364749908447266,42.59368087902579
0.543269157409668,36,110,0.007729053497314453,0.5088538074115975,-0.2687203959304161,19.91904187352812,120,20.08095812647188,71,0.71,0,42.59842321616738,0,89,36,0.269404411315918,0.744204044342041,42.59842321616737
0.543269157409668,36,111,0.006525039672851563,0.4986767312633656,-0.3119391347327813,19.9276856212886,120,20.07231437871141,72,0.7029702970297029,0,42.60706696392785,0,90,36,0.269404411315918,0.7507290840148926,42.60706696392783
0.543269157409668,36,110,0.006829977035522461,0.4887031966380983,-0.2920517762620681,19.92370814959445,119,20.07629185040555,73,0.696078431372549,0,42.61104443562199,0,91,36,0.269404411315918,0.757559061050415,42.61104443562198
0.543269157409668,36,110,0.007654905319213867,0.4789291327053363,-0.2553673370258156,19.91637126174721,119,20.0836287382528,73,0.6893203883495146,0,42.61838132346924,0,92,36,0.269404411315918,0.7652139663696289,42.61838132346923
0.543269157409668,36,109,0.004317998886108398,0.4693505500512297,-0.4436584124614921,19.95402947683434,118,20.04597052316566,74,0.6826923076923077,0,42.65603953855638,0,93,36,0.269404411315918,0.7695319652557373,42.65603953855636
0.543269157409668,36,109,0.006812095642089844,0.459963539050205,-0.2755983325608399,19.92041746085421,118,20.07958253914579,75,0.6761904761904763,0,42.6896515545365,0,93,36,0.269404411315918,0.7763440608978271,42.68965155453649
0.543269157409668,36,108,0.005340814590454102,0.4507642682692008,-0.344489426667102,19.93419567967546,118,20.06580432032454,75,0.669811320754717,0,42.70342977335775,0,94,36,0.269404411315918,0.7816848754882813,42.70342977335774
0.543269157409668,36,107,0.008081197738647461,0.4417489829038168,-0.2231175540296312,19.90992130514797,119,20.09007869485203,76,0.6635514018691588,0,42.72770414788524,0,95,36,0.269404411315918,0.7897660732269287,42.72770414788523
0.543269157409668,36,107,0.006415843963623047,0.4329140032457405,-0.275411300778805,19.9203800544978,120,20.0796199455022,77,0.6574074074074074,0,42.73816289723507,0,96,36,0.269404411315918,0.7961819171905518,42.73816289723506
0.5306961536407471,36,108,0.0125730037689209,0.4042557231808257,-0.4558700624230305,21.95647180682665,121,18.04352819317335,78,0.6513761467889908,1,44.77425464956392,-1,97,37,0.269404411315918,0.8087549209594727,44.7742546495639
0.5218451023101807,36,112,0.008851051330566406,0.3761706087172091,-0.6346164633940566,21.99443384985349,121,18.00556615014651,79,0.6363636363636363,1,44.81221669259076,-1,98,37,0.2649788856506348,0.8176059722900391,44.81221669259075
0.5142791271209717,36,113,0.007565975189208984,0.3486471965428648,-0.7275575583065526,22.0149135626333,121,17.9850864373667,80,0.6216216216216216,1,44.83269640537056,-1,99,37,0.2611958980560303,0.825171947479248,44.83269640537055
0.5071971416473389,36,114,0.007081985473632813,0.3216742526120075,-0.7617339524708493,22.02351933783457,120,17.97648066216544,81,0.6071428571428571,1,44.84130218057183,-1,100,37,0.2576549053192139,0.8322539329528809,44.84130218057182
0.4987151622772217,36,116,0.008481979370117188,0.2952407675597674,-0.6232857661825458,21.99795019541943,119,18.00204980458057,82,0.5929203539823009,1,44.86687132298697,-1,101,37,0.2534139156341553,0.840735912322998,44.86687132298695
0.4917562007904053,36,116,0.006958961486816406,0.269335952208572,-0.7445023341563668,22.0239332493859,118,17.9760667506141,83,0.5789473684210527,1,44.89285437695344,-1,102,37,0.2499344348907471,0.8476948738098145,44.89285437695343
0.4846560955047607,36,115,0.007100105285644531,0.2439492331644006,-0.715108242000298,22.0198294572761,115,17.98017054272391,84,0.5652173913043478,1,44.89695816906324,-1,103,37,0.2463843822479248,0.854794979095459,44.89695816906322
0.4699180126190186,36,117,0.007369041442871094,0.1990702485011125,-1.218041315446924,24.12225833232614,115,15.87774166767386,85,0.5517241379310345,2,46.99938704411329,-2,103,38,0.2426998615264893,0.8621640205383301,46.99938704411327
0.4403641223907471,36,121,0.01477694511413574,0.1550888435310903,-0.5952706006595275,24.00509266192573,112,15.99490733807427,87,0.5299145299145299,2,47.11655271451369,-2,105,38,0.2279229164123535,0.8769409656524658,47.11655271451368
