TvA=calc,IAElist=calc,HastighetMotorA=meas,Ts=calc,Referanse=calc,PowerA=calc,HastighetMotorD=meas,MAElist=calc,PowerD=calc,VinkelPosMotorA=meas,Avvik=calc,abs_Avvik=calc,Avvik_Integrert=calc,TvD=calc,VinkelPosMotorD=meas,Lys=meas,Derivert_Avvik_IIR=calc,Avvik_IIR=calc,Tid=meas
Lys0=34
119.0680438313323,-5.704508781433104,110,0.01900792121887207,34,25.45039034182027,99,-2.147887323943662,14.54960965817973,274,-2,2,-2.844982862472533,119.06804383133233,247,36,-0.1394945529200167,-1.3503821392704656,2.523313999176025
119.0800567060768,-5.737276554107666,115,0.01638388633728116,34,25.462403216564766,96,-2.1473684210526316,14.537596783435234,276,-2,2,-2.861366748809814,119.08005670607683,248,36,-0.1585992107992946,-1.3633744964850563,2.539697885513306
119.10002524445127,-5.759336948394774,117,0.0110301971435538,34,25.482371754939244,96,-2.1468531468531467,14.517628245060754,277,-2,2,-2.872396945953368,119.10002524445132,250,36,-0.23086640981280937,-1.3761070065553551,2.55072808265686
121.16528013706882,-5.771333932876585,120,0.011996984481811968,34,23.417116862321695,94,-2.1463414634146343,16.582883137678305,278,-1,1,-2.8843939304351798,121.16528013706886,251,35,0.12540051447946998,-1.368584866424248,2.562725067138672
121.16570160629189,-5.782113790512083,121,0.010779857635498047,34,23.417538331544762,92,-2.142361111111111,16.582461668455238,280,-1,1,-2.889783859252929,121.16570160629193,252,35,0.13676799040851875,-1.361213169095763,2.57350492477417
121.17709606415298,-5.7968287467956525,119,0.014714956283568892,34,23.428932789405845,97,-2.13840830449827,16.571067210594155,281,-1,1,-2.8971413373947135,121.17709606415302,253,35,0.09818939645756324,-1.3539889057138477,2.588219881057739
121.17908525378715,-5.810302972793577,113,0.013474225997925249,34,23.430921979040015,98,-2.1344827586206896,16.569078020959985,283,-1,1,-2.903878450393676,121.17908525378719,254,35,0.10508623078412384,-1.3469091275995706,2.601694107055664
121.17976471721661,-5.822206974029539,110,0.011904001235961914,34,23.43160144246948,101,-2.1305841924398625,16.56839855753052,284,-1,1,-2.909830451011657,121.17976471721666,256,35,0.11656891518174924,-1.3399709450475792,2.613598108291626
121.181403398892,-5.832121849060057,106,0.009914875030518022,34,23.429962760794083,104,-2.1267123287671232,16.570037239205917,285,-1,1,-2.9147878885269156,121.18140339889206,257,35,0.13715591734687216,-1.3331715261466277,2.623512983322144
121.19511180882421,-5.847330808639524,103,0.015208959579466885,34,23.443671170726297,104,-2.1228668941979523,16.556328829273703,286,-1,1,-2.922392368316649,121.19511180882427,258,35,0.08762506716013078,-1.3265080956236952,2.638721942901611
121.1958692286304,-5.859569787979124,105,0.012238979339600053,34,23.442913750920106,105,-2.119047619047619,16.557086249079894,288,-1,1,-2.9285118579864493,121.19586922863046,260,35,0.10671089036559177,-1.3199779337112212,2.650960922241211
121.19941856494128,-5.868966817855833,106,0.009397029876708984,34,23.43936441460922,105,-2.1152542372881356,16.56063558539078,289,-1,1,-2.933210372924804,121.19941856494134,261,35,0.1362038592659179,-1.3135783750369967,2.66035795211792
123.27174059406316,-5.868966817855833,106,0.01028895378112793,34,21.36704238548734,107,-2.1114864864864864,18.63295761451266,290,0,0,-2.9383548498153678,123.27174059406322,262,34,0.5106751971017186,-1.2873068075362568,2.670646905899048
123.31398344017418,-5.868966817855833,103,0.017194986343384233,34,21.409285231598368,108,-2.1043771043771042,18.590714768401632,292,0,0,-2.9383548498153678,123.31398344017424,264,34,0.2994609665465772,-1.2615606713855316,2.687841892242432
123.33875145718443,-5.868966817855833,102,0.011921167373656782,34,21.384517214588126,108,-2.097315436241611,18.615482785411874,293,0,0,-2.9383548498153678,123.33875145718449,265,34,0.4233010515977853,-1.236329457957821,2.699763059616089
123.35503618731319,-5.868966817855833,103,0.009798049926758257,34,21.368232484459366,109,-2.0903010033444818,18.631767515540634,294,0,0,-2.9383548498153678,123.35503618731325,266,34,0.504724702241588,-1.2116028687986646,2.709561109542847
123.38018735452937,-5.868966817855833,102,0.0076868534088130325,34,21.343081317243183,110,-2.0833333333333335,18.656918682756817,295,0,0,-2.9383548498153678,123.38018735452943,267,34,0.6304805383225107,-1.1873708114226913,2.71724796295166
123.39769028507236,-5.868966817855833,102,0.0066149234771728516,34,21.325578386700194,111,-2.0764119601328903,18.674421613299806,295,0,0,-2.9383548498153678,123.39769028507241,268,34,0.7179951910374415,-1.1636233951942374,2.723862886428833
123.44224885936879,-5.868966817855833,103,0.009399175643920898,34,21.370136960996632,113,-2.0695364238410594,18.629863039003368,296,0,0,-2.9383548498153678,123.44224885936885,269,34,0.49520231955526095,-1.1403509272903527,2.733262062072754
123.4426957401599,-5.868966817855833,103,0.009169816970825195,34,21.369690080205515,115,-2.062706270627063,18.630309919794485,297,0,0,-2.9383548498153678,123.44269574015996,270,34,0.497436723510845,-1.1175439087445456,2.742431879043579
123.45557734997136,-5.868966817855833,102,0.010323047637939897,34,21.38257169001697,118,-2.0559210526315788,18.61742830998303,298,0,0,-2.9383548498153678,123.45557734997142,272,34,0.4330286744535709,-1.0951930305696547,2.752754926681519
123.45885863965172,-5.868966817855833,100,0.010514974594116211,34,21.38585297969733,119,-2.0491803278688523,18.61414702030267,299,0,0,-2.9383548498153678,123.45885863965178,272,34,0.4166222260517801,-1.0732891699582616,2.763269901275635
125.48810566075912,-5.854232788085937,101,0.014734029769896573,34,19.356605958589935,119,-2.042483660130719,20.643394041410065,301,1,1,-2.9383548498153678,125.48810566075917,274,33,0.5628573315887396,-1.0318233865590964,2.778003931045532
127.52656364046327,-5.854232788085937,100,0.011590957641602007,34,21.395063938294086,119,-2.03257328990228,18.604936061705914,302,0,0,-2.932559370994567,127.52656364046332,275,34,0.3560787360159774,-1.0111869188279146,2.789594888687134
127.56562087579333,-5.854232788085937,98,0.025155067443847212,34,21.434121173624153,124,-2.0259740259740258,18.565878826375847,305,0,0,-2.932559370994567,127.56562087579339,279,34,0.16079255936564738,-0.9909631804513562,2.814749956130981
129.71331332273823,-5.845376729965208,97,0.008856058120727983,34,19.286428726679258,125,-2.0194174757281553,20.713571273320742,305,1,1,-2.932559370994567,129.7133133227383,280,33,0.8992547940901273,-0.951143916842329,2.823606014251709
129.74720866388432,-5.834478855133055,98,0.010897874832152876,34,19.32032406782536,125,-2.009677419354839,20.67967593217464,306,1,1,-2.9271104335784903,129.74720866388438,281,33,0.7161557448194258,-0.9121210385054824,2.834503889083862
131.78067638170705,-5.8075985908508265,99,0.01344013214111417,34,17.286856350002644,124,-2.0,22.713143649997356,308,2,2,-2.9203903675079332,131.7806763817071,282,32,0.8666941687566093,-0.8538786177353728,2.847944021224976
131.83760828686326,-5.787322521209715,100,0.010138034820555752,34,17.229924444846432,126,-1.9871794871794872,22.770075555153568,309,2,2,-2.9102523326873775,131.83760828686331,284,32,1.1260086074862887,-0.7968010453806653,2.858082056045532
131.83866859559294,-5.7668924331665,97,0.010215044021607333,34,17.230984753576095,129,-1.97444089456869,22.769015246423905,310,2,2,-2.90003728866577,131.838668595593,285,32,1.0951694537839474,-0.7408650244730519,2.868297100067139
131.93245147828608,-5.752712726593015,93,0.00708985328674272,34,17.137201870882958,131,-1.9617834394904459,22.862798129117042,310,2,2,-2.8929474353790274,131.93245147828614,286,32,1.5463592340327743,-0.6860477239835908,2.875386953353882
131.99963208336942,-5.734622478485105,95,0.009045124053955078,34,17.20438247596629,136,-1.9492063492063492,22.79561752403371,311,2,2,-2.8839023113250724,131.99963208336948,288,32,1.1878433984812353,-0.632326769503919,2.884432077407837
132.1181378964686,-5.6961388587951625,89,0.019241809844971147,34,17.322888289065457,140,-1.9367088607594938,22.677111710934543,313,2,2,-2.864660501480101,132.11813789646865,290,32,0.547209808372965,-0.5796802341138405,2.903673887252808
132.2493454767913,-5.678670406341551,84,0.008734226226805752,34,17.191680708742755,144,-1.9242902208201893,22.808319291257245,314,2,2,-2.8559262752532955,132.24934547679135,292,32,1.18141214441947,-0.5280866294315637,2.912408113479614
132.29554756547537,-5.656758785247801,82,0.010955810546875,34,17.237882797426828,147,-1.9119496855345912,22.762117202573172,314,2,2,-2.8449704647064205,132.29554756547543,293,32,0.9230121746319042,-0.4775248968429325,2.923363924026489
132.31069947553334,-5.632496833801267,84,0.012130975723267046,34,17.253034707484797,148,-1.8996865203761755,22.746965292515203,316,2,2,-2.8328394889831534,132.3106994755334,295,32,0.8169251850339037,-0.42797439890607386,2.935494899749756
132.42187568805485,-5.618160724639891,84,0.0071680545806880325,34,17.141858494963284,149,-1.8875,22.858141505036716,316,2,2,-2.8256714344024654,132.4218756880549,296,32,1.354886111189752,-0.3794149109279524,2.942662954330444
132.5423266666358,-5.591706752777097,85,0.013226985931396928,34,17.262309473544242,147,-1.8753894080996885,22.737690526455758,317,2,2,-2.8124444484710684,132.54232666663586,298,32,0.7195637534564633,-0.33182661270939334,2.955889940261841
132.5986661182726,-5.572620868682859,85,0.00954294204711914,34,17.205970021907454,149,-1.8633540372670807,22.794029978092546,318,2,2,-2.8029015064239493,132.59866611827266,300,32,0.9774036565226057,-0.2851900804552055,2.96543288230896
132.61189669106585,-5.5547184944152805,85,0.008951187133789062,34,17.192739449114214,151,-1.8513931888544892,22.807260550885786,319,2,2,-2.7939503192901602,132.6118966910659,301,32,1.0211785526543353,-0.23948627884610138,2.974384069442749
132.7034363929552,-5.5202946662902805,88,0.0172119140625,34,17.284279151003577,149,-1.8395061728395061,22.715720848996423,320,2,2,-2.7767384052276602,132.70343639295527,303,32,0.5204502580512701,-0.19469655326917934,2.991595983505249
132.7624972096802,-5.498010635375975,92,0.011142015457152876,34,17.225218334278598,147,-1.8276923076923077,22.774781665721402,322,2,2,-2.7655963897705074,132.76249720968025,305,32,0.787899303033274,-0.15080262220379576,3.002737998962402
134.77572117530192,-5.451639890670772,92,0.015456914901734287,34,15.211994368656867,148,-1.8159509202453987,24.788005631343133,323,3,3,-2.750139474868773,134.77572117530198,307,31,0.8153768438875914,-0.08778656975971985,3.018194913864136
134.99219887772935,-5.431857347488399,93,0.006594181060791016,34,14.995516666229452,148,-1.801223241590214,25.004483333770548,324,3,3,-2.7402482032775866,134.9921988777294,308,31,1.8730371770467096,-0.026030838364525452,3.024789094924927
135.04795015956995,-5.4086587429046595,91,0.007732868194579634,34,15.051267948070059,150,-1.7865853658536586,24.94873205192994,324,3,3,-2.728648900985717,135.04795015957,310,31,1.5652825121140053,0.034489778402765056,3.032521963119507
135.21700405555688,-5.354058980941767,86,0.01819992065429732,34,15.22032184405699,151,-1.7720364741641337,24.77967815594301,326,3,3,-2.7013490200042707,135.21700405555694,312,31,0.6517633297257317,0.09379998283470975,3.050721883773804
