abs_avik=calc,avvik=calc,PowerD=calc,joySide=meas,Ts=calc,Tid=meas,joyForward=meas,TvD=calc,Lys=meas,Referanse=calc,TvA=calc,MAEList=calc,IAEList=calc,PowerA=calc
Lys0=42
,8,27.48046875,-0.390625,0.02074813842773438,0.6606690883636475,54.6875,21.23046875,34,42,21.23046875,5.410714285714286,3.727028846740723,27.20703125
,8,27.48046875,-0.390625,0.007472038269042969,0.6681411266326904,54.6875,21.23046875,34,42,21.23046875,5.456140350877193,3.786805152893066,27.20703125
,8,27.48046875,-0.390625,0.008082866668701172,0.6762239933013916,54.6875,21.23046875,34,42,21.23046875,5.5,3.851468086242676,27.20703125
,8,27.48046875,-0.390625,0.007182121276855469,0.6834061145782471,54.6875,21.23046875,34,42,21.23046875,5.542372881355933,3.90892505645752,27.20703125
,8,27.48046875,-0.390625,0.01299691200256348,0.6964030265808105,54.6875,21.23046875,34,42,21.23046875,5.583333333333333,4.012900352478027,27.20703125
,8,27.48046875,-0.390625,0.009974956512451172,0.7063779830932617,54.6875,21.23046875,34,42,21.23046875,5.622950819672131,4.092700004577637,27.20703125
,8,27.48046875,-0.390625,0.01310300827026367,0.7194809913635254,54.6875,21.23046875,34,42,21.23046875,5.661290322580645,4.197524070739746,27.20703125
,7,27.48046875,-0.390625,0.00766301155090332,0.7271440029144287,54.6875,21.23046875,35,42,21.23046875,5.698412698412699,4.251165151596069,27.20703125
,7,27.48046875,-0.390625,0.01080203056335449,0.7379460334777832,54.6875,21.23046875,35,42,21.23046875,5.71875,4.326779365539551,27.20703125
,7,27.48046875,-0.390625,0.01315999031066895,0.7511060237884521,54.6875,21.23046875,35,42,21.23046875,5.738461538461539,4.418899297714233,27.20703125
,7,27.48046875,-0.390625,0.007956981658935547,0.7590630054473877,54.6875,21.23046875,35,42,21.23046875,5.757575757575758,4.474598169326782,27.20703125
,7,27.48046875,-0.390625,0.008043050765991211,0.7671060562133789,54.6875,21.23046875,35,42,21.23046875,5.776119402985074,4.530899524688721,27.20703125
,7,27.48046875,-0.390625,0.0106658935546875,0.7777719497680664,54.6875,21.23046875,35,42,21.23046875,5.794117647058823,4.605560779571533,27.20703125
,7,27.48046875,-0.390625,0.01308417320251465,0.7908561229705811,54.6875,21.23046875,35,42,21.23046875,5.811594202898551,4.697149991989136,27.20703125
,7,27.48046875,-0.390625,0.007434844970703125,0.7982909679412842,54.6875,21.23046875,35,42,21.23046875,5.828571428571428,4.749193906784058,27.20703125
,8,27.48046875,-0.390625,0.01459002494812012,0.8128809928894043,54.6875,21.23046875,34,42,21.23046875,5.845070422535211,4.865914106369019,27.20703125
,8,27.48046875,-0.390625,0.02020907402038574,0.83309006690979,54.6875,21.23046875,34,42,21.23046875,5.875,5.027586698532104,27.20703125
,7,27.48046875,-0.390625,0.007183074951171875,0.8402731418609619,54.6875,21.23046875,35,42,21.23046875,5.904109589041096,5.077868223190308,27.20703125
,7,27.48046875,-0.390625,0.006772994995117188,0.8470461368560791,54.6875,21.23046875,35,42,21.23046875,5.918918918918919,5.125279188156128,27.20703125
,7,27.48046875,-0.390625,0.0161128044128418,0.8631589412689209,54.6875,21.23046875,35,42,21.23046875,5.933333333333334,5.238068819046021,27.20703125
,7,27.48046875,-0.390625,0.006110191345214844,0.8692691326141357,54.6875,21.23046875,35,42,21.23046875,5.947368421052632,5.280840158462524,27.20703125
,7,27.48046875,-0.390625,0.01600480079650879,0.8852739334106445,54.6875,21.23046875,35,42,21.23046875,5.961038961038961,5.392873764038086,27.20703125
,7,27.48046875,-0.390625,0.00593113899230957,0.8912050724029541,54.6875,21.23046875,35,42,21.23046875,5.974358974358974,5.434391736984253,27.20703125
,7,27.48046875,-0.390625,0.01271986961364746,0.9039249420166016,54.6875,21.23046875,35,42,21.23046875,5.987341772151899,5.523430824279785,27.20703125
,6,27.48046875,-0.390625,0.01121997833251953,0.9151449203491211,54.6875,21.23046875,36,42,21.23046875,6.0,5.590750694274902,27.20703125
,6,27.48046875,-0.390625,0.006263017654418945,0.92140793800354,54.6875,21.23046875,36,42,21.23046875,6.0,5.628328800201416,27.20703125
,7,27.48046875,-0.390625,0.01845216751098633,0.9398601055145264,54.6875,21.23046875,35,42,21.23046875,6.0,5.75749397277832,27.20703125
,7,27.48046875,-0.390625,0.00854182243347168,0.948401927947998,54.6875,21.23046875,35,42,21.23046875,6.012048192771084,5.817286729812622,27.20703125
,7,27.48046875,-0.390625,0.008017063140869141,0.9564189910888672,54.6875,21.23046875,35,42,21.23046875,6.023809523809524,5.873406171798706,27.20703125
,7,27.48046875,-0.390625,0.008959054946899414,0.9653780460357666,54.6875,21.23046875,35,42,21.23046875,6.035294117647059,5.936119556427002,27.20703125
,7,27.48046875,-0.390625,0.005667924880981445,0.971045970916748,54.6875,21.23046875,35,42,21.23046875,6.046511627906977,5.975795030593872,27.20703125
,7,27.48046875,-0.390625,0.01498103141784668,0.9860270023345947,54.6875,21.23046875,35,42,21.23046875,6.057471264367816,6.080662250518799,27.20703125
,6,27.48046875,-0.390625,0.01507091522216797,1.001097917556763,54.6875,21.23046875,36,42,21.23046875,6.068181818181818,6.171087741851807,27.20703125
,7,27.48046875,-0.390625,0.007119178771972656,1.008217096328735,54.6875,21.23046875,35,42,21.23046875,6.067415730337078,6.220921993255615,27.20703125
,6,27.48046875,-0.390625,0.01810598373413086,1.026323080062866,54.6875,21.23046875,36,42,21.23046875,6.077777777777778,6.3295578956604,27.20703125
,7,27.48046875,-0.390625,0.01249098777770996,1.038814067840576,54.6875,21.23046875,35,42,21.23046875,6.076923076923077,6.41699481010437,27.20703125
,7,27.48046875,-0.390625,0.006965875625610352,1.045779943466187,54.6875,21.23046875,35,42,21.23046875,6.086956521739131,6.465755939483643,27.20703125
,6,27.48046875,-0.390625,0.02228307723999023,1.068063020706177,54.6875,21.23046875,36,42,21.23046875,6.096774193548387,6.599454402923584,27.20703125
,6,27.48046875,-0.390625,0.003386974334716797,1.071449995040894,54.6875,21.23046875,36,42,21.23046875,6.095744680851064,6.619776248931885,27.20703125
,6,27.48046875,-0.390625,0.01627206802368164,1.087722063064575,54.6875,21.23046875,36,42,21.23046875,6.094736842105263,6.717408657073975,27.20703125
,6,27.48046875,-0.390625,0.0110170841217041,1.098739147186279,54.6875,21.23046875,36,42,21.23046875,6.09375,6.783511161804199,27.20703125
,6,27.48046875,-0.390625,0.006498813629150391,1.10523796081543,54.6875,21.23046875,36,42,21.23046875,6.092783505154639,6.822504043579102,27.20703125
,6,27.34375,0,0.01697611808776855,1.122214078903198,54.6875,21.3671875,36,42,21.3671875,6.091836734693878,6.924360752105713,27.34375
,6,27.34375,0,0.01002407073974609,1.132238149642944,54.6875,21.3671875,36,42,21.3671875,6.090909090909091,6.984505176544189,27.34375
,6,27.34375,0,0.01620197296142578,1.14844012260437,54.6875,21.3671875,36,42,21.3671875,6.09,7.081717014312744,27.34375
,6,27.34375,0,0.009795904159545898,1.158236026763916,54.6875,21.3671875,36,42,21.3671875,6.089108910891089,7.14049243927002,27.34375
,6,26.93359375,1.171875,0.01035690307617188,1.168592929840088,54.6875,21.77734375,36,42,21.77734375,6.088235294117647,7.202633857727051,27.75390625
,5,26.93359375,1.171875,0.006403207778930664,1.174996137619019,54.6875,21.77734375,37,42,21.77734375,6.087378640776699,7.234649896621704,27.75390625
,5,26.93359375,1.171875,0.01520490646362305,1.190201044082642,54.6875,21.77734375,37,42,21.77734375,6.076923076923077,7.310674428939819,27.75390625
,4,26.93359375,1.171875,0.008300065994262695,1.198501110076904,54.6875,21.77734375,38,42,21.77734375,6.066666666666666,7.34387469291687,27.75390625
,4,26.93359375,1.171875,0.01280498504638672,1.211306095123291,54.6875,21.77734375,38,42,21.77734375,6.047169811320755,7.395094633102417,27.75390625
,4,26.93359375,1.171875,0.01167893409729004,1.222985029220581,54.6875,21.77734375,38,42,21.77734375,6.02803738317757,7.441810369491577,27.75390625
,4,26.93359375,1.171875,0.004168033599853516,1.227153062820435,54.6875,21.77734375,38,42,21.77734375,6.00925925925926,7.458482503890991,27.75390625
,3,25.9765625,3.90625,0.02134895324707031,1.248502016067505,54.6875,22.734375,39,42,22.734375,5.990825688073395,7.522529363632202,28.7109375
,3,25.9765625,3.90625,0.008821964263916016,1.257323980331421,54.6875,22.734375,39,42,22.734375,5.963636363636364,7.54899525642395,28.7109375
,3,25.9765625,3.90625,0.00911712646484375,1.266441106796265,54.6875,22.734375,39,42,22.734375,5.936936936936937,7.576346635818481,28.7109375
,3,25.9765625,3.90625,0.0104680061340332,1.276909112930298,54.6875,22.734375,39,42,22.734375,5.910714285714286,7.607750654220581,28.7109375
,3,25.9765625,3.90625,0.003100872039794922,1.280009984970093,54.6875,22.734375,39,42,22.734375,5.884955752212389,7.617053270339966,28.7109375
,3,25.9765625,3.90625,0.01882004737854004,1.298830032348633,54.6875,22.734375,39,42,22.734375,5.859649122807017,7.673513412475586,28.7109375
,3,25.9765625,3.90625,0.008409023284912109,1.307239055633545,54.6875,22.734375,39,42,22.734375,5.834782608695652,7.698740482330322,28.7109375
,3,25.4296875,5.46875,0.01113605499267578,1.318375110626221,54.6875,23.28125,39,42,23.28125,5.810344827586207,7.73214864730835,29.2578125
,3,25.4296875,5.46875,0.01005983352661133,1.328434944152832,54.6875,23.28125,39,42,23.28125,5.786324786324786,7.762328147888184,29.2578125
,3,25.4296875,5.46875,0.01136398315429688,1.339798927307129,54.6875,23.28125,39,42,23.28125,5.762711864406779,7.796420097351074,29.2578125
,3,25.4296875,5.46875,0.01517415046691895,1.354973077774048,54.6875,23.28125,39,42,23.28125,5.739495798319328,7.841942548751831,29.2578125
,3,25.4296875,5.46875,0.01107001304626465,1.366043090820313,54.6875,23.28125,39,42,23.28125,5.716666666666667,7.875152587890625,29.2578125
,3,25.4296875,5.46875,0.0054168701171875,1.3714599609375,54.6875,23.28125,39,42,23.28125,5.694214876033058,7.891403198242188,29.2578125
,3,25.4296875,5.46875,0.006457090377807617,1.377917051315308,54.6875,23.28125,39,42,23.28125,5.672131147540983,7.91077446937561,29.2578125
,3,25.4296875,5.46875,0.02946901321411133,1.407386064529419,54.6875,23.28125,39,42,23.28125,5.650406504065041,7.999181509017944,29.2578125
,3,23.8671875,5.46875,0.01155805587768555,1.418944120407104,51.5625,24.84375,39,42,24.84375,5.629032258064516,8.033855676651001,27.6953125
,3,23.8671875,5.46875,0.01327395439147949,1.432218074798584,51.5625,24.84375,39,42,24.84375,5.608,8.073677539825439,27.6953125
,3,23.8671875,5.46875,0.00638890266418457,1.438606977462769,51.5625,24.84375,39,42,24.84375,5.587301587301587,8.092844247817993,27.6953125
,3,23.8671875,5.46875,0.01879000663757324,1.457396984100342,51.5625,24.84375,39,42,24.84375,5.566929133858268,8.149214267730713,27.6953125
,3,22.91015625,8.203125,0.01508212089538574,1.472479104995728,51.5625,25.80078125,39,42,25.80078125,5.546875,8.19446063041687,28.65234375
,2,22.91015625,8.203125,0.0109410285949707,1.483420133590698,51.5625,25.80078125,40,42,25.80078125,5.527131782945736,8.216342687606812,28.65234375
,2,22.91015625,8.203125,0.008350849151611328,1.49177098274231,51.5625,25.80078125,40,42,25.80078125,5.5,8.233044385910034,28.65234375
,1,21.26953125,12.890625,0.03268694877624512,1.524457931518555,51.5625,27.44140625,41,42,27.44140625,5.473282442748092,8.265731334686279,30.29296875
,1,21.26953125,12.890625,0.007405996322631836,1.531863927841187,51.5625,27.44140625,41,42,27.44140625,5.439393939393939,8.273137331008911,30.29296875
,1,21.26953125,12.890625,0.006463050842285156,1.538326978683472,51.5625,27.44140625,41,42,27.44140625,5.406015037593985,8.279600381851196,30.29296875
,1,21.54296875,12.109375,0.02612709999084473,1.564454078674316,51.5625,27.71484375,41,42,27.71484375,5.373134328358209,8.305727481842041,30.01953125
,1,21.54296875,12.109375,0.009984016418457031,1.574438095092773,51.5625,27.71484375,41,42,27.71484375,5.340740740740741,8.315711498260498,30.01953125
,1,23.18359375,7.421875,0.02289795875549316,1.597336053848267,51.5625,29.35546875,41,42,29.35546875,5.308823529411764,8.338609457015991,28.37890625
,1,23.18359375,7.421875,0.003962993621826172,1.601299047470093,51.5625,29.35546875,41,42,29.35546875,5.277372262773723,8.342572450637817,28.37890625
,1,23.18359375,7.421875,0.007148981094360352,1.608448028564453,51.5625,29.35546875,41,42,29.35546875,5.246376811594203,8.349721431732178,28.37890625
,1,23.18359375,7.421875,0.04058599472045898,1.649034023284912,51.5625,29.35546875,41,42,29.35546875,5.215827338129497,8.390307426452637,28.37890625
,1,23.18359375,7.421875,0.009364128112792969,1.658398151397705,51.5625,29.35546875,41,42,29.35546875,5.185714285714286,8.39967155456543,28.37890625
,1,23.18359375,7.421875,0.005979776382446289,1.664377927780151,51.5625,29.35546875,41,42,29.35546875,5.156028368794326,8.405651330947876,28.37890625
,1,23.18359375,7.421875,0.01580905914306641,1.680186986923218,51.5625,29.35546875,41,42,29.35546875,5.126760563380282,8.421460390090942,28.37890625
,1,23.18359375,7.421875,0.008003950119018555,1.688190937042236,51.5625,29.35546875,41,42,29.35546875,5.097902097902097,8.429464340209961,28.37890625
,2,23.662109375,6.0546875,0.02918505668640137,1.717375993728638,51.5625,29.833984375,40,42,29.833984375,5.069444444444445,8.487834453582764,27.900390625
,2,23.662109375,6.0546875,0.004019975662231445,1.721395969390869,51.5625,29.833984375,40,42,29.833984375,5.048275862068966,8.495874404907227,27.900390625
,2,23.662109375,6.0546875,0.006067991256713867,1.727463960647583,51.5625,29.833984375,40,42,29.833984375,5.027397260273973,8.508010387420654,27.900390625
,2,23.798828125,5.6640625,0.02185702323913574,1.749320983886719,51.5625,29.970703125,40,42,29.970703125,5.006802721088436,8.551724433898926,27.763671875
,2,23.798828125,5.6640625,0.007889986038208008,1.757210969924927,51.5625,29.970703125,40,42,29.970703125,4.986486486486487,8.567504405975342,27.763671875
,2,23.798828125,5.6640625,0.01822400093078613,1.775434970855713,51.5625,29.970703125,40,42,29.970703125,4.966442953020135,8.603952407836914,27.763671875
,2,23.798828125,5.6640625,0.006976127624511719,1.782411098480225,51.5625,29.970703125,40,42,29.970703125,4.946666666666666,8.617904663085938,27.763671875
,2,23.798828125,5.6640625,0.005651950836181641,1.788063049316406,51.5625,29.970703125,40,42,29.970703125,4.927152317880795,8.629208564758301,27.763671875
,2,25.09765625,1.953125,0.01872491836547852,1.806787967681885,51.5625,31.26953125,40,42,31.26953125,4.907894736842105,8.666658401489258,26.46484375
,2,25.09765625,1.953125,0.007138967514038086,1.813926935195923,51.5625,31.26953125,40,42,31.26953125,4.888888888888889,8.680936336517334,26.46484375
,2,25.09765625,1.953125,0.006031036376953125,1.819957971572876,51.5625,31.26953125,40,42,31.26953125,4.87012987012987,8.69299840927124,26.46484375
,2,25.78125,0,0.03083705902099609,1.850795030593872,51.5625,31.953125,40,42,31.953125,4.851612903225806,8.754672527313232,25.78125
,2,25.78125,0,0.00987696647644043,1.860671997070313,51.5625,31.953125,40,42,31.953125,4.833333333333333,8.774426460266113,25.78125
,2,25.78125,0,0.008640050888061523,1.869312047958374,51.5625,31.953125,40,42,31.953125,4.815286624203821,8.791706562042236,25.78125
,3,26.11328125,-0.390625,0.01757597923278809,1.886888027191162,51.953125,32.28515625,39,42,32.01171875,4.79746835443038,8.844434499740601,25.83984375
,2,26.11328125,-0.390625,0.00829005241394043,1.895178079605103,51.953125,32.28515625,40,42,32.01171875,4.786163522012578,8.861014604568481,25.83984375
,3,28.02734375,-1.953125,0.0231940746307373,1.91837215423584,54.6875,34.19921875,39,42,32.83203125,4.76875,8.930596828460693,26.66015625
,3,28.02734375,-1.953125,0.006545782089233398,1.924917936325073,54.6875,34.19921875,39,42,32.83203125,4.75776397515528,8.950234174728394,26.66015625
,3,30.05859375,-4.6875,0.01832008361816406,1.943238019943237,56.8359375,36.23046875,39,42,32.94921875,4.746913580246914,9.005194425582886,26.77734375
,4,30.126953125,-4.8828125,0.01533603668212891,1.958574056625366,56.8359375,36.298828125,38,42,33.017578125,4.736196319018405,9.066538572311401,26.708984375
,3,32.3046875,-8.59375,0.01440286636352539,1.972976922988892,58.59375,38.4765625,39,42,33.4375,4.73170731707317,9.109747171401978,26.2890625
,3,32.3046875,-8.59375,0.008035182952880859,1.981012105941772,58.59375,38.4765625,39,42,33.4375,4.721212121212122,9.13385272026062,26.2890625
,3,33.046875,-10.15625,0.01765084266662598,1.998662948608398,58.984375,39.21875,39,42,33.7890625,4.710843373493976,9.186805248260498,25.9375
,4,34.453125,-12.5,0.01995110511779785,2.018614053726196,60.15625,40.625,38,42,34.0234375,4.700598802395209,9.266609668731689,25.703125
,4,35.234375,-12.5,0.01477789878845215,2.033391952514648,61.71875,41.40625,38,42,34.8046875,4.696428571428571,9.325721263885498,26.484375
,4,35.234375,-12.5,0.006561994552612305,2.039953947067261,61.71875,41.40625,38,42,34.8046875,4.692307692307693,9.351969242095947,26.484375
,4,35.234375,-12.5,0.0157921314239502,2.055746078491211,61.71875,41.40625,38,42,34.8046875,4.688235294117647,9.415137767791748,26.484375
,4,36.40625,-12.5,0.009495973587036133,2.065242052078247,64.0625,42.578125,38,42,35.9765625,4.684210526315789,9.453121662139893,27.65625
,4,36.40625,-12.5,0.008065938949584961,2.073307991027832,64.0625,42.578125,38,42,35.9765625,4.680232558139535,9.485385417938232,27.65625
,5,36.40625,-12.5,0.0181419849395752,2.091449975967407,64.0625,42.578125,37,42,35.9765625,4.676300578034682,9.576095342636108,27.65625
,5,36.40625,-12.5,0.005859136581420898,2.097309112548828,64.0625,42.578125,37,42,35.9765625,4.67816091954023,9.605391025543213,27.65625
,5,36.40625,-12.5,0.01817202568054199,2.11548113822937,64.0625,42.578125,37,42,35.9765625,4.68,9.696251153945923,27.65625
,5,36.40625,-12.5,0.01447486877441406,2.129956007003784,64.0625,42.578125,37,42,35.9765625,4.681818181818182,9.768625497817993,27.65625
,5,36.40625,-12.5,0.002990961074829102,2.132946968078613,64.0625,42.578125,37,42,35.9765625,4.68361581920904,9.783580303192139,27.65625
,5,36.40625,-12.5,0.006062984466552734,2.139009952545166,64.0625,42.578125,37,42,35.9765625,4.685393258426966,9.813895225524902,27.65625
,5,36.953125,-14.0625,0.01969814300537109,2.158708095550537,64.0625,43.125,37,42,36.5234375,4.687150837988827,9.912385940551758,27.109375
,6,36.953125,-14.0625,0.01115083694458008,2.169858932495117,64.0625,43.125,36,42,36.5234375,4.688888888888889,9.979290962219238,27.109375
,6,36.953125,-14.0625,0.009460210800170898,2.179319143295288,64.0625,43.125,36,42,36.5234375,4.696132596685083,10.03605222702026,27.109375
,6,36.953125,-14.0625,0.01075577735900879,2.190074920654297,64.0625,43.125,36,42,36.5234375,4.703296703296703,10.10058689117432,27.109375
,6,35.927734375,-11.1328125,0.01483416557312012,2.204909086227417,64.0625,44.150390625,36,42,37.548828125,4.710382513661203,10.18959188461304,28.134765625
,6,35.791015625,-10.7421875,0.01112484931945801,2.216033935546875,64.0625,44.287109375,36,42,37.685546875,4.717391304347826,10.25634098052979,28.271484375
