Lys=calc,TvA=calc,Avvik_IIR_Derivert=calc,Referanse=calc,HastighetMotorD=meas,MAElist=calc,Avvik=calc,TvD=calc,IAElist=calc,abs_Avvik=calc,VinkelPosMotorA=meas,HastighetMotorA=meas,Avvik_IIR=calc,PowerA=calc,Avstand=meas,VinkelPosMotorD=meas,Power=calc,Ts=calc,PowerD=calc,Tid=meas,Avvik_Integrert=calc
No specified init-data
,0,0.05626725623931683,175,413,0,-20,0,0,20,950,416,-23.861034432809472,46.18383563091431,195,967,-46.18383563091431,0.014003992080688477,46.18383563091431,4.054068088531494,-6.2401028871536255
,0,0.09407143658446009,175,404,0,-16,0,0,16,956,402,-23.703813744153283,38.17945725852205,191,974,-38.17945725852205,0.01671290397644043,38.17945725852205,4.070780992507935,-6.273528695106506
,0,0.18610301973999963,175,399,0,-16,0,0,16,960,400,-23.549737469270216,38.10067221162139,191,977,-38.10067221162139,0.008279085159301758,38.10067221162139,4.079060077667236,-6.286775231361389
,0,0.19777298735004323,175,389,0,-15,0,0,15,963,389,-23.378742719884812,36.10283586217541,190,980,-36.10283586217541,0.008646011352539062,36.10283586217541,4.087706089019775,-6.300608849525451
,0,0.22403336693962106,175,375,0,-15,0,0,15,966,374,-23.211167865487116,36.08779534170906,190,984,-36.08779534170906,0.00747990608215332,36.08779534170906,4.095185995101929,-6.311828708648681
,0,0.22515042148781572,175,364,0,-15,0,0,15,968,358,-23.046944508177376,36.097619196546546,190,986,-36.097619196546546,0.0072939395904541016,36.097619196546546,4.102479934692383,-6.322769618034362
,0,0.19191068140345785,175,354,0,-15,0,0,15,971,343,-22.88600561801383,36.143438139282885,190,989,-36.143438139282885,0.00838613510131836,36.143438139282885,4.110866069793701,-6.33534882068634
,0,0.19048233411649027,175,346,0,-15,0,0,15,974,340,-22.728285505653552,36.15728654482028,190,991,-36.15728654482028,0.008280038833618164,36.15728654482028,4.119146108627319,-6.347768878936767
,0,0.15509463545217683,175,332,0,-15,0,0,15,977,331,-22.57371979554048,36.20762308839426,190,995,-36.20762308839426,0.009965896606445312,36.20762308839426,4.129112005233765,-6.362717723846435
,0,0.16249256110547458,175,322,0,-15,0,0,15,980,324,-22.42224539962967,36.2142080547774,190,998,-36.2142080547774,0.009321928024291992,36.2142080547774,4.138433933258057,-6.376700615882873
,0,0.2129718048137407,175,314,0,-15,0,0,15,982,315,-22.273800491637076,36.174184061809186,190,1000,-36.174184061809186,0.00697016716003418,36.174184061809186,4.145404100418091,-6.3871558666229244
,0,0.18333902525329943,175,310,0,-15,0,0,15,985,311,-22.128324481804334,36.21571905446625,190,1002,-36.21571905446625,0.007934808731079102,36.21571905446625,4.15333890914917,-6.399058079719543
,0,0.14999051790869386,175,306,0,-15,0,0,15,988,307,-21.98575799216825,36.26332511205042,190,1005,-36.26332511205042,0.009505033493041992,36.26332511205042,4.162843942642212,-6.413315629959106
,0,0.04826793016478165,175,301,0,-20,0,0,20,990,298,-21.94604283232488,46.377389795169385,195,1007,-46.377389795169385,0.008228063583374023,46.377389795169385,4.171072006225586,-6.425657725334167
,0,0.02978994228286048,175,293,0,-20,0,0,20,994,291,-21.907121975678383,46.421997982483674,195,1011,-46.421997982483674,0.013065099716185635,46.421997982483674,4.184137105941772,-6.451787924766538
,0,-0.002079698203155563,175,294,0,-22,0,0,22,996,294,-21.908979536164814,50.47173137342746,197,1014,-50.47173137342746,0.008931875228882724,50.47173137342746,4.193068981170654,-6.469651675224304
,0,-0.002256575810058783,175,300,0,-22,0,0,22,999,304,-21.910799945441518,50.48965593932782,197,1017,-50.48965593932782,0.008067131042480469,50.48965593932782,4.201136112213135,-6.487399363517761
,0,-0.0023271989900478253,175,307,0,-22,0,0,22,1002,313,-21.91258394653269,50.50659148217028,197,1019,-50.50659148217028,0.007665872573852539,50.50659148217028,4.208801984786987,-6.504264283180237
,0,0.03838624986734804,175,318,0,-20,0,0,20,1004,322,-21.874332267602032,46.48780090776357,195,1022,-46.48780090776357,0.009964942932128906,46.48780090776357,4.218766927719116,-6.52618715763092
,0,0.032756330530553435,175,330,0,-20,0,0,20,1008,324,-21.83684562224999,46.51631901069412,195,1026,-46.51631901069412,0.011444091796875,46.51631901069412,4.230211019515991,-6.54907534122467
,0,-0.2583593329590146,175,331,0,-28,0,0,28,1010,327,-21.960108709804988,62.81697666255649,203,1028,-62.81697666255649,0.004770994186401367,62.81697666255649,4.234982013702393,-6.558617329597473
,0,-0.13181642791076087,175,333,0,-28,0,0,28,1013,325,-22.080906535608886,62.71609322329803,203,1031,-62.71609322329803,0.009164094924926758,62.71609322329803,4.244146108627319,-6.584276795387268
,0,-0.13311063844633014,175,335,0,-29,0,0,29,1016,323,-22.219288404896705,64.7464962442584,204,1034,-64.7464962442584,0.010396003723144531,64.7464962442584,4.254542112350464,-6.613385605812073
,0,-0.1368871839154225,175,347,0,-29,0,0,29,1020,332,-22.35490263679877,64.77900311065797,204,1037,-64.77900311065797,0.009907007217407227,64.77900311065797,4.264449119567871,-6.642115926742553
,0,-0.1769903695879616,175,357,0,-29,0,0,29,1022,345,-22.487804584062793,64.84088237646203,204,1040,-64.84088237646203,0.007508993148803711,64.84088237646203,4.271958112716675,-6.663892006874084
,0,-0.17689351260829514,175,374,0,-29,0,0,29,1026,367,-22.618048492381536,64.86213776290585,204,1044,-64.86213776290585,0.007362842559814453,64.86213776290585,4.279320955276489,-6.685244250297546
,0,-0.244943666448246,175,388,0,-37,0,0,37,1030,374,-22.905687522533903,80.9642428159615,212,1048,-80.9642428159615,0.01174306869506836,80.9642428159615,4.291064023971558,-6.719299149513245
,0,-0.5104031049740988,175,398,0,-42,0,0,42,1032,385,-23.287573772083224,91.25738584633,217,1051,-91.25738584633,0.007482051849365234,91.25738584633,4.298546075820923,-6.746982741355896
,0,-0.6506578584659595,175,407,0,-42,0,0,42,1035,397,-23.66182229664156,91.42179836234932,217,1054,-91.42179836234932,0.005751848220825195,91.42179836234932,4.304297924041748,-6.771140503883362
,0,-0.4191487539517458,175,428,0,-42,0,0,42,1038,409,-24.02858585070873,91.22704009897585,217,1057,-91.22704009897585,0.008750200271605557,91.22704009897585,4.313048124313354,-6.807891345024105
,0,-0.38798602247346625,175,473,0,-44,0,0,44,1044,446,-24.428014133694553,95.23911600732912,219,1062,-95.23911600732912,0.010294914245606357,95.23911600732912,4.32334303855896,-6.8511299848556515
,0,-0.41545008024994656,175,494,0,-44,0,0,44,1048,475,-24.81945385102066,95.30803714594666,219,1067,-95.30803714594666,0.009422063827514648,95.30803714594666,4.332765102386475,-6.892587065696716
,0,-0.48899247164386284,175,526,0,-44,0,0,44,1052,498,-25.203064774000246,95.41609720701832,219,1071,-95.41609720701832,0.007844924926757812,95.41609720701832,4.340610027313232,-6.927104735374451
,0,-0.28612694504221914,175,549,0,-37,0,0,37,1057,527,-25.439003478520238,81.24951383831461,212,1076,-81.24951383831461,0.00824594497680664,81.24951383831461,4.348855972290039,-6.9633868932724
,0,-0.23436037772904492,175,571,0,-37,0,0,37,1062,547,-25.67022340894983,81.23425146812211,212,1082,-81.23425146812211,0.009865999221801758,81.23425146812211,4.358721971511841,-6.999891090393066
,0,-0.5482433945005853,175,577,0,-42,0,0,42,1066,557,-25.996818940770833,91.57017585337815,217,1086,-91.57017585337815,0.0059571266174307524,91.57017585337815,4.364679098129272,-7.02193245887756
,0,-0.40685056570154987,175,583,0,-42,0,0,42,1070,560,-26.316882561955417,91.46182383421046,217,1090,-91.46182383421046,0.007866859436036044,91.46182383421046,4.372545957565308,-7.054973268508911
,0,-0.3877152080800405,175,592,0,-42,0,0,42,1075,579,-26.630544910716306,91.47666655733846,217,1095,-91.47666655733846,0.008090019226074219,91.47666655733846,4.380635976791382,-7.088951349258422
,0,-0.212552342350099,175,607,0,-40,0,0,40,1082,594,-26.89793401250198,87.35433934682092,215,1103,-87.35433934682092,0.012579917907714844,87.35433934682092,4.393215894699097,-7.1417870044708245
,0,-0.4636103073322406,175,619,0,-40,0,0,40,1086,595,-27.159975332251943,87.62800606882212,215,1106,-87.62800606882212,0.005652189254760742,87.62800606882212,4.398868083953857,-7.1643957614898675
,0,-0.3718495258167134,175,628,0,-40,0,0,40,1090,604,-27.416775825606905,87.56386941755561,215,1111,-87.56386941755561,0.006906032562255859,87.56386941755561,4.405774116516113,-7.192019891738891
,0,-0.39816293713179435,175,632,0,-44,0,0,44,1095,608,-27.748440309094764,95.6235023021373,219,1115,-95.6235023021373,0.00832986831665039,95.6235023021373,4.414103984832764,-7.2253393650054925
,0,-0.4447023865983954,175,638,0,-44,0,0,44,1100,614,-28.073471502912867,95.70220117543201,219,1121,-95.70220117543201,0.0073089599609375,95.70220117543201,4.421412944793701,-7.257498788833617
,0,-0.4005678780406353,175,640,0,-44,0,0,44,1105,616,-28.39200207285461,95.69305535629685,219,1125,-95.69305535629685,0.007951974868774414,95.69305535629685,4.429364919662476,-7.292487478256224
,0,-0.20737869104756423,175,647,0,-38,0,0,38,1110,628,-28.58416203139752,83.54063717684163,213,1132,-83.54063717684163,0.009266138076782227,83.54063717684163,4.438631057739258,-7.333258485794066
,0,-0.3236326055482695,175,658,0,-38,0,0,38,1114,634,-28.77247879076957,83.67900269794023,213,1136,-83.67900269794023,0.0058188438415536226,83.67900269794023,4.444449901580811,-7.35537009239197
,0,-0.062132146328774555,175,667,0,-34,0,0,34,1126,642,-28.877029214954177,75.4814452433289,209,1147,-75.4814452433289,0.01682710647582919,75.4814452433289,4.461277008056641,-7.4193130970001215
,0,-0.12723034523848134,175,665,0,-34,0,0,34,1130,643,-28.979488630655094,75.57392386101607,209,1152,-75.57392386101607,0.008053064346313477,75.57392386101607,4.469330072402954,-7.4466935157775875
,0,-0.09223025608693669,175,662,0,-34,0,0,34,1137,634,-29.079898858041993,75.57593925762808,209,1159,-75.57593925762808,0.010886907577514648,75.57593925762808,4.480216979980469,-7.483709001541137
,0,-0.0781518997940543,175,652,0,-34,0,0,34,1145,623,-29.178300880881153,75.60467072151036,209,1167,-75.60467072151036,0.012591123580932617,75.60467072151036,4.492808103561401,-7.526518821716308
,0,-0.02093773519708846,175,642,0,-30,0,0,30,1150,621,-29.19473486326353,67.57414308225825,205,1172,-67.57414308225825,0.007848978042602539,67.57414308225825,4.500657081604004,-7.553205347061156
,0,-0.0213146963528607,175,634,0,-30,0,0,30,1154,620,-29.21084016599826,67.59718792824067,205,1177,-67.59718792824067,0.007555961608886719,67.59718792824067,4.508213043212891,-7.575873231887816
,0,-0.024981895531100858,175,628,0,-30,0,0,30,1158,613,-29.226623362678296,67.61980868920175,205,1181,-67.61980868920175,0.006317853927612305,67.61980868920175,4.514530897140503,-7.594826793670653
,0,0.1448855858454691,175,619,0,-23,0,0,23,1164,606,-29.10209089542473,53.475726892410755,198,1186,-53.475726892410755,0.00859522819519043,53.475726892410755,4.523126125335693,-7.620612478256224
,0,0.20299828879317733,175,610,0,-23,0,0,23,1167,595,-28.980049077516234,53.431441704111485,198,1190,-53.431441704111485,0.006011962890625,53.431441704111485,4.529138088226318,-7.634439992904662
,0,0.12341448946304757,175,596,0,-23,0,0,23,1173,587,-28.86044809596591,53.533314803406526,198,1196,-53.533314803406526,0.009690999984741211,53.533314803406526,4.53882908821106,-7.656729292869567
,0,0.17170787021541187,175,583,0,-22,0,0,22,1177,569,-28.723239134046594,51.50340034797764,197,1200,-51.50340034797764,0.007990837097168857,51.50340034797764,4.546819925308228,-7.675108218193055
,0,0.17471690701915507,175,560,0,-22,0,0,22,1181,557,-28.58877435136566,51.517322844987376,197,1205,-51.517322844987376,0.007696151733397549,51.517322844987376,4.554516077041626,-7.69203975200653
,0,0.13833223685160878,175,547,0,-22,0,0,22,1186,540,-28.45699886433835,51.574664746676525,197,1209,-51.574664746676525,0.00952601432800293,51.574664746676525,4.564042091369629,-7.712996983528137
,0,0.15169784442216722,175,524,0,-22,0,0,22,1190,524,-28.327858887051583,51.580027681433855,197,1214,-51.580027681433855,0.00851297378540039,51.580027681433855,4.572555065155029,-7.731725525856017
,0,0.1468704766830603,175,510,0,-22,0,0,22,1195,508,-28.201301709310552,51.60381228260191,197,1218,-51.60381228260191,0.008616924285888672,51.60381228260191,4.581171989440918,-7.750682759284972
,0,0.2821361148378566,175,495,0,-14,0,0,14,1200,495,-27.91727567512434,35.490694013831884,189,1223,-35.490694013831884,0.010066986083984375,35.490694013831884,4.591238975524902,-7.772830128669738
,0,0.3056753071676835,175,482,0,-14,0,0,14,1204,485,-27.638930161621854,35.47990311061033,189,1227,-35.47990311061033,0.009105920791625977,35.47990311061033,4.600344896316528,-7.785578417778014
,0,0.43834006003443066,175,472,0,-10,0,0,10,1208,470,-27.286151558389417,27.358505638322196,185,1231,-27.358505638322196,0.008048057556152344,27.358505638322196,4.608392953872681,-7.796845698356627
,0,0.579192959146503,175,452,0,-10,0,0,10,1210,457,-26.940428527221627,27.22362178675651,185,1234,-27.22362178675651,0.005969047546386719,27.22362178675651,4.614362001419067,-7.802814745903014
,0,0.39236460949494684,175,440,0,-10,0,0,10,1214,434,-26.601619956677194,27.419085180505967,185,1237,-27.419085180505967,0.00863504409790039,27.419085180505967,4.622997045516968,-7.811449790000914
,0,0.48905938246467445,175,413,0,-6,0,0,6,1217,408,-26.18958755754365,19.33081540486595,181,1240,-19.33081540486595,0.008424997329711914,19.33081540486595,4.63142204284668,-7.819874787330626
,0,0.41115395150007567,175,378,0,-6,0,0,6,1220,374,-25.785795806392777,19.414613398696762,181,1244,-19.414613398696762,0.009820938110351562,19.414613398696762,4.641242980957031,-7.825767350196837
,0,0.517879762201232,175,356,0,-6,0,0,6,1223,348,-25.39007989026492,19.31247223422058,181,1247,-19.31247223422058,0.0076410770416259766,19.31247223422058,4.648884057998657,-7.830351996421812
,0,0.47433910142782,175,333,0,-4,0,0,4,1226,328,-24.962278292459622,15.361424233800145,179,1249,-15.361424233800145,0.009018898010253906,15.361424233800145,4.657902956008911,-7.8357633352279645
,0,0.5936675738769557,175,300,0,-4,0,0,4,1228,297,-24.543032726610427,15.244920544676205,179,1251,-15.244920544676205,0.007061958312988281,15.244920544676205,4.664964914321899,-7.83858811855316
,0,0.5991705736056793,175,282,0,-4,0,0,4,1230,283,-24.132172072078216,15.242160407648896,179,1253,-15.242160407648896,0.006857156753539151,15.242160407648896,4.671822071075439,-7.8413309812545755
,0,0.5482069316410304,175,259,0,1,0,0,1,1232,263,-23.629528630636653,5.296791594932149,174,1255,-5.296791594932149,0.009168863296509677,5.296791594932149,4.680990934371948,-7.844998526573179
,0,0.5972176930400002,175,237,0,1,0,0,1,1234,243,-23.13693805802392,5.246956024458777,174,1257,-5.246956024458777,0.008248090744018555,5.246956024458777,4.689239025115967,-7.844173717498777
,0,0.7269164633052507,175,215,0,1,0,0,1,1235,219,-22.65419929686344,5.116593163083298,174,1258,-5.116593163083298,0.006640911102294922,5.116593163083298,4.695879936218262,-7.843509626388548
,0,0.5779785192836926,175,211,0,1,0,0,1,1236,194,-22.18111531092617,5.264712592280943,174,1259,-5.264712592280943,0.008185148239134854,5.264712592280943,4.704065084457397,-7.842691111564635
,0,0.5706911115399887,175,169,0,1,0,0,1,1238,172,-21.71749300470765,5.271187612558216,174,1261,-5.271187612558216,0.008123874664307529,5.271187612558216,4.712188959121704,-7.841878724098205
,0,0.519131939195389,175,154,0,1,0,0,1,1238,165,-21.263143144613494,5.3218715741407925,174,1262,-5.3218715741407925,0.008752107620239258,5.3218715741407925,4.720941066741943,-7.841003513336181
,0,0.47298158968730597,175,134,0,1,0,0,1,1240,137,-20.817880281721223,5.367080527889293,174,1263,-5.367080527889293,0.009413957595826083,5.367080527889293,4.730355024337769,-7.840062117576599
,0,0.6247965216069089,175,119,0,1,0,0,1,1240,130,-20.3815226760868,5.214567196425928,174,1264,-5.214567196425928,0.006983995437621182,5.214567196425928,4.737339019775391,-7.839363718032836
,0,0.3098772655319367,175,95,0,-4,0,0,4,1241,97,-20.05389222256506,15.528429161470017,179,1264,-15.528429161470017,0.010572910308838779,15.528429161470017,4.747911930084229,-7.838306427001952
,0,0.3249440419104326,175,91,0,-4,0,0,4,1242,86,-19.73281437811376,15.517314792928433,179,1265,-15.517314792928433,0.009881019592284268,15.517314792928433,4.757792949676514,-7.842258834838866
,0,0.2268310222511361,175,80,0,-8,0,0,8,1243,79,-19.498158090551485,23.619565805446616,183,1266,-23.619565805446616,0.010344982147215909,23.619565805446616,4.76813793182373,-7.8463968276977525
,0,0.34569922563224054,175,80,0,-8,0,0,8,1244,82,-19.268194928740456,23.506019295485924,183,1267,-23.506019295485924,0.0066521167755135835,23.506019295485924,4.774790048599243,-7.851718521118164
,0,0.24144798111009622,175,80,0,-8,0,0,8,1244,86,-19.042831030165647,23.617737619170665,183,1267,-23.617737619170665,0.00933384895324707,23.617737619170665,4.78412389755249,-7.859185600280761
,0,0.23385252664065626,175,89,0,-9,0,0,9,1245,92,-18.841974409562333,25.63220429708981,184,1269,-25.63220429708981,0.008589029312133789,25.63220429708981,4.792712926864624,-7.866056823730468
,0,0.21018448387945637,175,91,0,-9,0,0,9,1246,96,-18.645134921371085,25.66430091345941,184,1269,-25.66430091345941,0.009365081787109375,25.66430091345941,4.802078008651733,-7.874485397338867
,0,0.10349042803169002,175,115,0,-14,0,0,14,1248,112,-18.552232222943665,35.77907421201348,189,1271,-35.77907421201348,0.008976936340332031,35.77907421201348,4.811054944992065,-7.882564640045166
,0,0.12150595533677784,175,124,0,-14,0,0,14,1248,115,-18.461187578484793,35.77154891145399,189,1272,-35.77154891145399,0.007493019104003906,35.77154891145399,4.818547964096069,-7.893054866790771
,0,0.15359390030936762,175,131,0,-14,0,0,14,1249,126,-18.3719638269151,35.747593662633136,189,1273,-35.747593662633136,0.00580906867980957,35.747593662633136,4.824357032775879,-7.901187562942504
,0,0.12870118870778488,175,145,0,-14,0,0,14,1250,132,-18.284524550376798,35.78199794039683,189,1274,-35.78199794039683,0.006793975830078125,35.78199794039683,4.831151008605957,-7.910699129104613
,0,0.09643207029456527,175,159,0,-14,0,0,14,1252,154,-18.19883405936926,35.82670759721642,189,1275,-35.82670759721642,0.008886098861694336,35.82670759721642,4.840037107467651,-7.923139667510985
,0,0.0585488006467807,175,186,0,-14,0,0,14,1254,172,-18.114857378181878,35.88467109948444,189,1278,-35.88467109948444,0.014343023300170898,35.88467109948444,4.854380130767822,-7.943219900131225
,0,0.09827726994128844,175,193,0,-14,0,0,14,1256,179,-18.03256023061824,35.85666619624523,189,1280,-35.85666619624523,0.008373975753783292,35.85666619624523,4.862754106521606,-7.9549434661865215
,0,0.09639405867564134,175,198,0,-14,0,0,14,1258,182,-17.951909026005875,35.87026295998586,189,1281,-35.87026295998586,0.008366823196412021,35.87026295998586,4.871120929718018,-7.966657018661499
,0,0.10569429514051985,175,206,0,-14,0,0,14,1259,192,-17.87287084548576,35.871431921747906,189,1284,-35.871431921747906,0.007477998733520508,35.871431921747906,4.878598928451538,-7.977126216888427
,0,0.062485325635004,175,212,0,-14,0,0,14,1262,196,-17.795413428576047,35.93199542730994,189,1286,-35.93199542730994,0.012396097183227539,35.93199542730994,4.890995025634766,-7.994480752944946
,0,0.03541269562722948,175,213,0,-16,0,0,16,1264,197,-17.759505160004526,39.97326397635458,191,1288,-39.97326397635458,0.010139942169189453,39.97326397635458,4.901134967803955,-8.008676671981812
,0,0.04541197175944606,175,215,0,-16,0,0,16,1265,197,-17.724315056804436,39.9756632292751,191,1289,-39.9756632292751,0.007749080657958984,39.9756632292751,4.908884048461914,-8.021075201034547
,0,0.034506901760651236,175,220,0,-16,0,0,16,1267,201,-17.689828755668348,40.00255874727194,191,1292,-40.00255874727194,0.009994029998779297,40.00255874727194,4.918878078460693,-8.037065649032593
,0,0.03581342315360829,175,225,0,-16,0,0,16,1269,206,-17.65603218055498,40.016351179126055,191,1294,-40.016351179126055,0.009436845779418945,40.016351179126055,4.928314924240112,-8.052164602279664
,0,0.046621488062760195,175,231,0,-16,0,0,16,1271,213,-17.62291153694388,40.016909767659286,191,1296,-40.016909767659286,0.007104158401489258,40.016909767659286,4.935419082641602,-8.063531255722047
,0,0.03383193017420531,175,239,0,-16,0,0,16,1273,217,-17.590453306205003,40.04504966734472,191,1298,-40.04504966734472,0.009593963623046875,40.04504966734472,4.945013046264648,-8.078881597518922
,0,0.03487476298635002,175,244,0,-16,0,0,16,1275,227,-17.558644240080902,40.05860034039195,191,1300,-40.05860034039195,0.009120941162109375,40.05860034039195,4.954133987426758,-8.093475103378298
,0,0.058396037386738674,175,247,0,-15,0,0,15,1277,237,-17.507471355279286,38.049099985791365,190,1303,-38.049099985791365,0.00876307487487793,38.049099985791365,4.962897062301636,-8.107496023178102
,0,0.05919455808708826,175,251,0,-15,0,0,15,1279,247,-17.4573219281737,38.06100941377571,190,1305,-38.06100941377571,0.008471965789794922,38.06100941377571,4.971369028091431,-8.120203971862795
,0,0.06177998676872425,175,257,0,-15,0,0,15,1281,247,-17.40817548961023,38.07035659655952,190,1307,-38.07035659655952,0.007955074310302734,38.07035659655952,4.979324102401733,-8.132136583328249
,0,0.05067285450646649,175,259,0,-15,0,0,15,1284,251,-17.360011979818026,38.095720921433475,190,1309,-38.095720921433475,0.00950479507446289,38.095720921433475,4.988828897476196,-8.146393775939943
,0,0.053224043913317004,175,261,0,-15,0,0,15,1286,254,-17.312811740221665,38.106472058229016,190,1311,-38.106472058229016,0.008868217468261719,38.106472058229016,4.997697114944458,-8.159696102142336
,0,0.03719112176730545,175,266,0,-16,0,0,16,1288,256,-17.286555505417233,40.13309469919369,191,1313,-40.13309469919369,0.007059812545776367,40.13309469919369,5.004756927490234,-8.170285820961
,0,0.03698057087852105,175,267,0,-16,0,0,16,1290,259,-17.260824395308887,40.14443806258248,191,1315,-40.14443806258248,0.0069580078125,40.14443806258248,5.011714935302734,-8.181418633461
,0,0.03022479241300664,175,268,0,-16,0,0,16,1292,265,-17.23560790740271,40.16454261118959,191,1317,-40.16454261118959,0.008342981338500977,40.16454261118959,5.020057916641235,-8.1947674036026
,0,0.031755607772372005,175,273,0,-16,0,0,16,1294,267,-17.210895749254654,40.17546296770522,191,1319,-40.17546296770522,0.007781982421875,40.17546296770522,5.02783989906311,-8.2072185754776
,0,0.03793453250686783,175,276,0,-16,0,0,16,1296,269,-17.18667783426956,40.1794986578389,191,1321,-40.1794986578389,0.006384134292602539,40.1794986578389,5.034224033355713,-8.217433190345766
,0,0.030038852029261646,175,277,0,-16,0,0,16,1298,280,-17.162944277584167,40.20003586358506,191,1324,-40.20003586358506,0.00790095329284668,40.20003586358506,5.04212498664856,-8.23007471561432
,0,-0.053533714975486646,175,280,0,-20,0,0,20,1301,282,-17.21968539203248,48.30056704875387,195,1327,-48.30056704875387,0.010599136352539062,48.30056704875387,5.052724123001099,-8.247033333778383
,0,-0.07350678988595,175,284,0,-20,0,0,20,1303,277,-17.27529168419183,48.33566968985696,195,1329,-48.33566968985696,0.0075647830963134766,48.33566968985696,5.060288906097412,-8.26216289997101
,0,-0.06770293239233971,175,287,0,-20,0,0,20,1305,278,-17.329785850507992,48.345963854824284,195,1331,-48.345963854824284,0.00804901123046875,48.345963854824284,5.068337917327881,-8.278260922431947
,0,-0.14199048884107926,175,297,0,-22,0,0,22,1307,283,-17.423190133497833,52.43340782530501,197,1333,-52.43340782530501,0.006578207015991211,52.43340782530501,5.074916124343872,-8.29141733646393
,0,-0.06773533258167476,175,300,0,-22,0,0,22,1311,299,-17.514726330827877,52.38888303670613,197,1337,-52.38888303670613,0.013513803482055664,52.38888303670613,5.088429927825928,-8.321147704124453
,0,0.03156331921552414,175,314,0,-16,0,0,16,1314,308,-17.48443180421132,40.31070002173449,191,1340,-40.31070002173449,0.009598016738891602,40.31070002173449,5.098027944564819,-8.342263340950014
,0,0.047531553966951134,175,319,0,-16,0,0,16,1316,314,-17.45474316812709,40.30472553087955,191,1342,-40.30472553087955,0.006246089935302734,40.30472553087955,5.104274034500122,-8.352257084846498
,0,0.04302683230412523,175,323,0,-16,0,0,16,1318,317,-17.42564830476455,40.32004949692714,191,1345,-40.32004949692714,0.006762027740478516,40.32004949692714,5.111036062240601,-8.363076329231264
,0,0.05441755662851552,175,324,0,-15,0,0,15,1321,316,-17.37713533866926,38.32292268861838,190,1348,-38.32292268861838,0.008914947509765625,38.32292268861838,5.119951009750366,-8.37734024524689
,0,0.043717485188528374,175,317,0,-15,0,0,15,1324,310,-17.329592631895874,38.3499352400312,190,1351,-38.3499352400312,0.01087498664855957,38.3499352400312,5.130825996398926,-8.393652725219729
,0,0.060967895013454516,175,313,0,-15,0,0,15,1327,298,-17.283000779257957,38.34414787628019,190,1353,-38.34414787628019,0.007642030715942383,38.34414787628019,5.138468027114868,-8.405115771293643
,0,0.04180206618258555,175,306,0,-15,0,0,15,1330,290,-17.237340763672798,38.3796980682855,190,1357,-38.3796980682855,0.010922908782958984,38.3796980682855,5.149390935897827,-8.421500134468081
,0,0.030894325769776642,175,303,0,-16,0,0,16,1332,285,-17.21259394839934,40.40262103220142,191,1359,-40.40262103220142,0.008010149002075195,40.40262103220142,5.157401084899902,-8.433515357971194
,0,0.03532181157127123,175,299,0,-16,0,0,16,1334,288,-17.188342069431354,40.409179111585466,191,1361,-40.409179111585466,0.006865978240966797,40.409179111585466,5.164267063140869,-8.44450092315674
,0,0.030435489238753444,175,298,0,-16,0,0,16,1336,293,-17.164575228042725,40.42655971187209,191,1363,-40.42655971187209,0.0078089237213134766,40.42655971187209,5.172075986862183,-8.456995201110841
,0,0.0257422004599777,175,300,0,-16,0,0,16,1339,294,-17.14128372348187,40.44572977677391,191,1366,-40.44572977677391,0.009047985076904297,40.44572977677391,5.181123971939087,-8.471471977233888
,0,0.02622738342894968,175,300,0,-16,0,0,16,1342,291,-17.118458049012233,40.45916938323364,191,1368,-40.45916938323364,0.008702993392944336,40.45916938323364,5.189826965332031,-8.485396766662598
,0,0.024611264198121797,175,297,0,-16,0,0,16,1344,298,-17.09608888803199,40.475327891380495,191,1371,-40.475327891380495,0.009088993072509766,40.475327891380495,5.198915958404541,-8.499939155578614
,0,0.04162928426158311,175,300,0,-16,0,0,16,1346,295,-17.07416711027135,40.46673539316762,191,1373,-40.46673539316762,0.005265951156616211,40.46673539316762,5.204181909561157,-8.508364677429201
,0,0.024437303215251536,175,299,0,-16,0,0,16,1348,293,-17.052683768065922,40.49799330744149,191,1375,-40.49799330744149,0.008791208267211914,40.49799330744149,5.212973117828369,-8.52243061065674
,0,0.02952078186162607,175,300,0,-16,0,0,16,1351,294,-17.031630092704603,40.50432073272577,191,1377,-40.50432073272577,0.007131814956665039,40.50432073272577,5.220104932785034,-8.533841514587403
,0,-0.08234017245227784,175,299,0,-20,0,0,20,1353,298,-17.09099749085051,48.62771771304066,195,1380,-48.62771771304066,0.00721001625061124,48.62771771304066,5.227314949035645,-8.545377540588381
,0,-0.0969660721619544,175,301,0,-20,0,0,20,1355,301,-17.149177541033495,48.65434369667367,195,1381,-48.65434369667367,0.0060000419616681455,48.65434369667367,5.233314990997314,-8.557377624511718
,0,-0.07612424665243642,175,303,0,-20,0,0,20,1357,305,-17.206193990212824,48.6484817104891,195,1384,-48.6484817104891,0.007489919662476474,48.6484817104891,5.24080491065979,-8.57235746383667
,0,-0.06611212219141295,175,315,0,-22,0,0,22,1362,307,-17.302070110408568,52.66747368301294,197,1389,-52.66747368301294,0.01450204849243164,52.66747368301294,5.255306959152222,-8.601361560821534
,0,-0.11899599086679756,175,320,0,-22,0,0,22,1364,310,-17.396028708200397,52.737728633994244,197,1391,-52.737728633994244,0.007895946502685547,52.737728633994244,5.263202905654907,-8.618732643127442
