Power=calc,e_d=calc,Referanse=calc,PowerD=calc,Tid=meas,Avstand=meas,Ts=calc,e_i=calc,e_f=calc,PowerA=calc,e_k=calc
No specified init-data
0,0,220,0,0.7660589218139648,220,0.0066070556640625,0,0,0,0
0,0,220,0,0.7736139297485352,220,0.0075550079345703125,0,0,0,0
0,0,220,0,0.7781529426574707,220,0.004539012908935547,0,0,0,0
0,0,220,0,0.7855298519134521,220,0.007376909255981445,0,0,0,0
0,0,220,0,0.7901558876037598,220,0.004626035690307617,0,0,0,0
0,0,220,0,0.7969000339508057,220,0.0067441463470458984,0,0,0,0
0,0,220,0,0.8004629611968994,220,0.00356292724609375,0,0,0,0
0,0,220,0,0.8072929382324219,220,0.006829977035522461,0,0,0,0
0,0,220,0,0.8115448951721191,220,0.004251956939697266,0,0,0,0
0,0,220,0,0.8182458877563477,220,0.006700992584228516,0,0,0,0
0,0,220,0,0.8260078430175781,220,0.007761955261230469,0,0,0,0
0,0,220,0,0.8295009136199951,220,0.003493070602416992,0,0,0,0
0,0,220,0,0.8356709480285645,220,0.006170034408569336,0,0,0,0
0,0,220,0,0.8435268402099609,220,0.007855892181396484,0,0,0,0
0,0,220,0,0.8466148376464844,220,0.0030879974365234375,0,0,0,0
0,0,220,0,0.8521599769592285,220,0.005545139312744141,0,0,0,0
0,0,220,0,0.8584718704223633,220,0.006311893463134766,0,0,0,0
0,0,220,0,0.8647158145904541,220,0.00624394416809082,0,0,0,0
0,0,220,0,0.8707609176635742,220,0.006045103073120117,0,0,0,0
0,0,220,0,0.8766210079193115,220,0.005860090255737305,0,0,0,0
0,0,220,0,0.8804738521575928,220,0.00385284423828125,0,0,0,0
0,0,220,0,0.8896758556365967,220,0.009202003479003906,0,0,0,0
0,0,220,0,0.897162914276123,220,0.007487058639526367,0,0,0,0
0,0,220,0,0.9022338390350342,220,0.005070924758911133,0,0,0,0
0,0,220,0,0.907620906829834,220,0.005387067794799805,0,0,0,0
0,0,220,0,0.9139230251312256,220,0.0063021183013916016,0,0,0,0
0,0,220,0,0.9195799827575684,220,0.0056569576263427734,0,0,0,0
0,0,220,0,0.9273848533630371,220,0.00780487060546875,0,0,0,0
0,0,220,0,0.9308919906616211,220,0.0035071372985839844,0,0,0,0
0,0,220,0,0.9358978271484375,220,0.005005836486816406,0,0,0,0
0,0,220,0,0.9435629844665527,220,0.007665157318115234,0,0,0,0
0,0,220,0,0.9471759796142578,220,0.003612995147705078,0,0,0,0
0,0,220,0,0.9524838924407959,220,0.005307912826538086,0,0,0,0
0,0,220,0,0.9601199626922607,220,0.007636070251464844,0,0,0,0
0,0,220,0,0.9665048122406006,220,0.006384849548339844,0,0,0,0
0,0,220,0,0.9714739322662354,220,0.004969120025634766,0,0,0,0
0,0,220,0,0.9782860279083252,220,0.006812095642089844,0,0,0,0
0,0,220,0,0.9827089309692383,220,0.004422903060913086,0,0,0,0
0,0,220,0,0.988610029220581,220,0.0059010982513427734,0,0,0,0
0,0,220,0,0.9968268871307373,220,0.00821685791015625,0,0,0,0
0,0,220,0,1.003849029541016,220,0.007022142410278764,0,0,0,0
0,0,220,0,1.007784843444824,220,0.003935813903807928,0,0,0,0
0,0,220,0,1.013569831848145,220,0.005784988403320979,0,0,0,0
0,0,220,0,1.019187927246094,220,0.005618095397948997,0,0,0,0
0,0,220,0,1.027503967285156,220,0.008316040039062056,0,0,0,0
0,0,220,0,1.030145883560181,220,0.00264191627502508,0,0,0,0
0,0,220,0,1.035763025283813,220,0.005617141723631924,0,0,0,0
0,0,220,0,1.042542934417725,220,0.006779909133912021,0,0,0,0
0,0,220,0,1.048513889312744,220,0.005970954895018865,0,0,0,0
0,0,220,0,1.054181814193726,220,0.0056679248809821114,0,0,0,0
0,0,220,0,1.058723926544189,220,0.004542112350462979,0,0,0,0
0,0,220,0,1.064101934432983,220,0.005378007888793945,0,0,0,0
0,0,220,0,1.069819927215576,220,0.0057179927825929955,0,0,0,0
0,0,220,0,1.076663017272949,220,0.006843090057373047,0,0,0,0
0,0,220,0,1.08236289024353,220,0.005699872970581055,0,0,0,0
0,0,220,0,1.086777925491333,220,0.004415035247802956,0,0,0,0
0,0,220,0,1.092118978500366,220,0.005341053009032981,0,0,0,0
0,0,220,0,1.098242998123169,220,0.006124019622802956,0,0,0,0
0,0,220,0,1.10552191734314,220,0.007278919219971147,0,0,0,0
0,0,220,0,1.109431028366089,220,0.003909111022948997,0,0,0,0
0,0,220,0,1.11579704284668,220,0.00636601448059082,0,0,0,0
0,0,220,0,1.120059967041016,220,0.0042629241943361595,0,0,0,0
0,0,220,0,1.128119945526123,220,0.008059978485106978,0,0,0,0
0,0,220,0,1.131695032119751,220,0.0035750865936279297,0,0,0,0
0,0,220,0,1.137367963790894,220,0.005672931671143022,0,0,0,0
0,0,220,0,1.143841981887817,220,0.00647401809692294,0,0,0,0
0,0,220,0,1.153355836868286,220,0.009513854980468972,0,0,0,0
0,0,220,0,1.160287857055664,220,0.006932020187378152,0,0,0,0
0,0,220,0,1.164095878601074,220,0.003808021545409934,0,0,0,0
0,0,220,0,1.169652938842773,220,0.005557060241698997,0,0,0,0
0,0,220,0,1.177284955978394,220,0.007632017135621005,0,0,0,0
0,0,220,0,1.181587934494019,220,0.004302978515625,0,0,0,0
0,0,220,0,1.187664985656738,220,0.00607705116271906,0,0,0,0
0,0,220,0,1.195297956466675,220,0.0076329708099369675,0,0,0,0
0,0,220,0,1.199702978134155,220,0.004405021667480025,0,0,0,0
0,0,220,0,1.206743955612183,220,0.00704097747802801,0,0,0,0
0,0,220,0,1.210896968841553,220,0.004153013229369895,0,0,0,0
0,0,220,0,1.216075897216797,220,0.005178928375244141,0,0,0,0
0,0,220,0,1.222880840301514,220,0.006804943084716797,0,0,0,0
0,0,220,0,1.22812294960022,220,0.005242109298706055,0,0,0,0
0,0,220,0,1.235740900039673,220,0.007617950439453125,0,0,0,0
0,0,220,0,1.239471912384033,220,0.0037310123443599075,0,0,0,0
0,0,220,0,1.245613813400269,220,0.006141901016236018,0,0,0,0
0,0,220,0,1.252132892608643,220,0.0065190792083740234,0,0,0,0
0,0,220,0,1.257272958755493,220,0.00514006614684992,0,0,0,0
0,0,220,0,1.262387037277222,220,0.00511407852172896,0,0,0,0
0,0,220,0,1.268752813339233,220,0.006365776062011053,0,0,0,0
0,0,220,0,1.276181936264038,220,0.007429122924805132,0,0,0,0
0,0,220,0,1.279851913452148,220,0.0036699771881099075,0,0,0,0
0,0,220,0,1.286442995071411,220,0.006591081619262917,0,0,0,0
0,0,220,0,1.292752981185913,220,0.006309986114502175,0,0,0,0
0,0,220,0,1.300506830215454,220,0.007753849029541016,0,0,0,0
0,0,220,0,1.307286024093628,220,0.006779193878173828,0,0,0,0
0,0,220,0,1.314157009124756,220,0.006870985031128152,0,0,0,0
0,0,220,0,1.318272829055786,220,0.004115819931029829,0,0,0,0
0,0,220,0,1.323948860168457,220,0.0056760311126711205,0,0,0,0
0,0,220,0,1.329723834991455,220,0.005774974822998047,0,0,0,0
0,0,220,0,1.337208986282349,220,0.007485151290893999,0,0,0,0
0,0,220,0,1.340077877044678,220,0.0028688907623288795,0,0,0,0
0,0,220,0,1.346215009689331,220,0.006137132644653098,0,0,0,0
0,0,220,0,1.353256940841675,220,0.007041931152343972,0,0,0,0
0,0,220,0,1.358400821685791,220,0.005143880844115989,0,0,0,0
0,0,220,0,1.365473031997681,220,0.0070722103118900925,0,0,0,0
0,0,220,0,1.370357990264893,220,0.004884958267211914,0,0,0,0
0,0,220,0,1.376904964447021,220,0.006546974182128018,0,0,0,0
0,0,220,0,1.380872011184692,220,0.0039670467376708984,0,0,0,0
0,0,220,0,1.386812925338745,220,0.005940914154052956,0,0,0,0
0,0,220,0,1.392060041427612,220,0.0052471160888671875,0,0,0,0
0,0,220,0,1.398439884185791,220,0.006379842758178933,0,0,0,0
0,0,220,0,1.402928829193115,220,0.004488945007323997,0,0,0,0
0,0,220,0,1.408566951751709,220,0.005638122558593972,0,0,0,0
0,0,220,0,1.414098978042603,220,0.005532026290893999,0,0,0,0
0,0,220,0,1.41962194442749,220,0.005522966384887029,0,0,0,0
0,0,220,0,1.427320957183838,220,0.007699012756347878,0,0,0,0
0,0,220,0,1.431711912155151,220,0.0043909549713130325,0,0,0,0
0,0,220,0,1.437388896942139,220,0.005676984786987971,0,0,0,0
0,0,220,0,1.443737983703613,220,0.006349086761474165,0,0,0,0
-2.0,0,220,2.0,1.451344013214111,221,0.007606029510498047,0,-0.02,2.0,-1
-2.0,0,220,2.0,1.456952810287476,221,0.005608797073364924,0,-0.039599999999999996,2.0,-1
-2.0,0,220,2.0,1.460899829864502,221,0.003947019577025923,0,-0.058808,2.0,-1
-2.0,0,220,2.0,1.466470003128052,221,0.005570173263550027,0,-0.07763184,2.0,-1
0,0,220,0,1.471645832061768,220,0.005175828933716042,0,-0.07607920319999999,0,0
0,0,220,0,1.478299856185913,220,0.006654024124145064,0,-0.07455761913599998,0,0
0,0,220,0,1.486074924468994,220,0.007775068283080833,0,-0.07306646675327998,0,0
0,0,220,0,1.489451885223389,220,0.0033769607543949753,0,-0.07160513741821438,0,0
0,0,220,0,1.495620012283325,220,0.006168127059936079,0,-0.07017303466985009,0,0
0,0,220,0,1.501438856124878,220,0.005818843841552956,0,-0.06876957397645309,0,0
0,0,220,0,1.5082848072052,220,0.006845951080322044,0,-0.06739418249692403,0,0
0,0,220,0,1.512822866439819,220,0.004538059234618919,0,-0.06604629884698554,0,0
0,0,220,0,1.518066883087158,220,0.005244016647339089,0,-0.06472537287004583,0,0
0,0,220,0,1.524158000946045,220,0.006091117858886941,0,-0.06343086541264491,0,0
0,0,220,0,1.52964186668396,220,0.005483865737915039,0,-0.062162248104392005,0,0
0,0,220,0,1.536877870559692,220,0.007236003875731978,0,-0.06091900314230416,0,0
0,0,220,0,1.543643951416016,220,0.00676608085632413,0,-0.05970062307945807,0,0
0,0,220,0,1.553896903991699,220,0.010252952575682928,0,-0.05850661061786891,0,0
0,0,220,0,1.558667898178101,220,0.004770994186402033,0,-0.05733647840551153,0,0
0,0,220,0,1.566134929656982,220,0.007467031478880948,0,-0.0561897488374013,0,0
0,0,220,0,1.569837808609009,220,0.0037028789520270333,0,-0.05506595386065327,0,0
0,0,220,0,1.576884031295776,220,0.007046222686766912,0,-0.053964634783440206,0,0
0,0,220,0,1.581954956054688,220,0.005070924758912021,0,-0.0528853420877714,0,0
0,0,220,0,1.588897943496704,220,0.0069429874420161575,0,-0.051827635246015975,0,0
0,0,220,0,1.593616008758545,220,0.00471806526184082,0,-0.050791082541095656,0,0
0,0,220,0,1.599593877792358,220,0.0059778690338130325,0,-0.04977526089027374,0,0
0,0,220,0,1.606027841567993,220,0.006433963775634988,0,-0.04877975567246826,0,0
0,0,220,0,1.612223863601685,220,0.006196022033692072,0,-0.0478041605590189,0,0
0,0,220,0,1.619343042373657,220,0.00711917877197199,0,-0.04684807734783852,0,0
0,0,220,0,1.623541831970215,220,0.004198789596558061,0,-0.045911115800881745,0,0
0,0,220,0,1.628515005111694,220,0.004973173141478826,0,-0.044992893484864106,0,0
0,0,220,0,1.636090040206909,220,0.007575035095215066,0,-0.04409303561516682,0,0
0,0,220,0,1.639649868011475,220,0.003559827804566096,0,-0.04321117490286348,0,0
0,0,220,0,1.646086931228638,220,0.006437063217162864,0,-0.04234695140480621,0,0
0,0,220,0,1.65343189239502,220,0.007344961166382058,0,-0.04150001237671008,0,0
0,0,220,0,1.660146951675415,220,0.006715059280395064,0,-0.04067001212917588,0,0
0,0,220,0,1.663985967636108,220,0.0038390159606929153,0,-0.039856611886592355,0,0
0,0,220,0,1.669651031494141,220,0.005665063858033115,0,-0.03905947964886051,0,0
0,0,220,0,1.676898956298828,220,0.007247924804686834,0,-0.0382782900558833,0,0
0,0,220,0,1.6840980052948,220,0.007199048995972124,0,-0.03751272425476563,0,0
0,0,220,0,1.68803596496582,220,0.003937959671020064,0,-0.03676246976967032,0,0
0,0,220,0,1.693657875061035,220,0.005621910095214844,0,-0.036027220374276914,0,0
0,0,220,0,1.699553966522217,220,0.005896091461182085,0,-0.03530667596679137,0,0
0,0,220,0,1.708134889602661,220,0.008580923080443892,0,-0.03460054244745554,0,0
0,0,220,0,1.71012282371521,220,0.00198793411254905,0,-0.03390853159850643,0,0
0,0,220,0,1.717447996139526,220,0.007325172424315962,0,-0.0332303609665363,0,0
0,0,220,0,1.72350001335144,220,0.0060520172119140625,0,-0.03256575374720558,0,0
0,0,220,0,1.727767944335938,220,0.0042679309844979585,0,-0.031914438672261465,0,0
0,0,220,0,1.733748912811279,220,0.005980968475341131,0,-0.03127614989881623,0,0
0,0,220,0,1.73893404006958,220,0.005185127258301003,0,-0.030650626900839906,0,0
0,0,220,0,1.746537923812866,220,0.007603883743285911,0,-0.03003761436282311,0,0
0,0,220,0,1.753361940383911,220,0.006824016571044922,0,-0.029436862075566648,0,0
0,0,220,0,1.758096933364868,220,0.004734992980957031,0,-0.028848124834055314,0,0
0,0,220,0,1.763940811157227,220,0.005843877792359065,0,-0.028271162337374207,0,0
0,0,220,0,1.769531965255737,220,0.005591154098510076,0,-0.02770573909062672,0,0
0,0,220,0,1.777346849441528,220,0.007814884185791016,0,-0.027151624308814185,0,0
0,0,220,0,1.783896923065186,220,0.006550073623657893,0,-0.0266085918226379,0,0
0,0,220,0,1.787415027618408,220,0.00351810455322199,0,-0.02607641998618514,0,0
0,0,220,0,1.792795896530151,220,0.005380868911742942,0,-0.025554891586461438,0,0
0,0,220,0,1.799659967422485,220,0.006864070892333984,0,-0.02504379375473221,0,0
0,0,220,0,1.805670022964478,220,0.006010055541993076,0,-0.024542917879637565,0,0
0,0,220,0,1.810899972915649,220,0.005229949951170987,0,-0.024052059522044814,0,0
0,0,220,0,1.818356037139893,220,0.007456064224244052,0,-0.023571018331603917,0,0
0,0,220,0,1.821671962738037,220,0.003315925598144087,0,-0.023099597964971838,0,0
0,0,220,0,1.827380895614624,220,0.005708932876586914,0,-0.0226376060056724,0,0
0,0,220,0,1.834141969680786,220,0.006761074066161887,0,-0.022184853885558953,0,0
0,0,220,0,1.838357925415039,220,0.004215955734253152,0,-0.021741156807847772,0,0
0,0,220,0,1.843935966491699,220,0.005578041076659934,0,-0.021306333671690818,0,0
0,0,220,0,1.849745988845825,220,0.0058100223541259766,0,-0.020880206998257,0,0
0,0,220,0,1.856662034988403,220,0.006916046142578125,0,-0.02046260285829186,0,0
0,0,220,0,1.860260963439941,220,0.003598928451537864,0,-0.020053350801126024,0,0
0,0,220,0,1.866148948669434,220,0.005887985229493076,0,-0.019652283785103503,0,0
0,0,220,0,1.872505903244019,220,0.006356954574584961,0,-0.019259238109401434,0,0
0,0,220,0,1.87877082824707,220,0.006264925003051092,0,-0.018874053347213406,0,0
0,0,220,0,1.885504961013794,220,0.006734132766723855,0,-0.018496572280269137,0,0
0,0,220,0,1.891639947891235,220,0.006134986877440962,0,-0.018126640834663754,0,0
0,0,220,0,1.895715951919556,220,0.004076004028321201,0,-0.01776410801797048,0,0
0,0,220,0,1.905865907669067,220,0.01014995574951083,0,-0.017408825857611072,0,0
0,0,220,0,1.910274028778076,220,0.004408121109009011,0,-0.01706064934045885,0,0
0,0,220,0,1.91587495803833,220,0.005600929260254128,0,-0.016719436353649673,0,0
0,0,220,0,1.921468019485474,220,0.005593061447143999,0,-0.01638504762657668,0,0
0,0,220,0,1.928229808807373,220,0.00676178932189897,0,-0.016057346674045146,0,0
0,0,220,0,1.932404041290283,220,0.004174232482909934,0,-0.015736199740564245,0,0
0,0,220,0,1.93809986114502,220,0.005695819854736994,0,-0.01542147574575296,0,0
0,0,220,0,1.945950984954834,220,0.007851123809814009,0,-0.0151130462308379,0,0
0,0,220,0,1.953961849212646,220,0.008010864257812056,0,-0.014810785306221142,0,0
0,0,220,0,1.957717895507813,220,0.003756046295166904,0,-0.014514569600096719,0,0
0,0,220,0,1.965648889541626,220,0.007930994033813032,0,-0.014224278208094784,0,0
0,0,220,0,1.971351861953735,220,0.005702972412108931,0,-0.013939792643932889,0,0
0,0,220,0,1.978328943252563,220,0.006977081298828125,0,-0.01366099679105423,0,0
0,0,220,0,1.986542940139771,220,0.00821399688720792,0,-0.013387776855233145,0,0
0,0,220,0,1.989210844039917,220,0.0026679039001460403,0,-0.013120021318128483,0,0
0,0,220,0,1.996747970581055,220,0.007537126541137917,0,-0.012857620891765913,0,0
0,0,220,0,1.999925851821899,220,0.0031778812408440604,0,-0.012600468473930595,0,0
0,0,220,0,2.005847930908203,220,0.005922079086304155,0,-0.012348459104451983,0,0
0,0,220,0,2.012413024902344,220,0.006565093994141069,0,-0.012101489922362943,0,0
0,0,220,0,2.019556999206543,220,0.007143974304198775,0,-0.011859460123915684,0,0
0,0,220,0,2.023777008056641,220,0.0042200088500981,0,-0.01162227092143737,0,0
0,0,220,0,2.029218912124634,220,0.00544190406799272,0,-0.011389825503008622,0,0
0,0,220,0,2.036643028259277,220,0.007424116134643111,0,-0.01116202899294845,0,0
0,0,220,0,2.042695999145508,220,0.006052970886230913,0,-0.01093878841308948,0,0
0,0,220,0,2.047505855560303,220,0.004809856414795366,0,-0.01072001264482769,0,0
0,0,220,0,2.052719831466675,220,0.005213975906371626,0,-0.010505612391931136,0,0
0,0,220,0,2.059537887573242,220,0.006818056106567383,0,-0.010295500144092513,0,0
0,0,220,0,2.067186832427979,220,0.007648944854736772,0,-0.010089590141210662,0,0
0,0,220,0,2.074177980422974,220,0.006991147994995117,0,-0.009887798338386449,0,0
0,0,220,0,2.078052997589111,220,0.003875017166136807,0,-0.00969004237161872,0,0
0,0,220,0,2.083968877792358,220,0.00591588020324707,0,-0.009496241524186344,0,0
