Fart=calc,Fart_IIR=calc,Ts=calc,Avstand_IIR=calc,Lys=meas,Tid=meas,IIRFart=calc,Avstand=calc
Lys0=21
0,0,0.005,21.46309954683136,21,0,0,21.46309954683136
0,0,0.004392147064208984,21.46309954683136,21,0.004392147064208984,0,21.401934492905582
-8.543804920275111,-5.126282952165067,0.0071589946746826155,21.426400514475894,21,0.0115511417388916,-5.126282952164868,21.676190392089634
65.64587199516434,37.337010016232576,0.004177808761596681,21.576274441044138,21,0.01572895050048828,35.87381211555619,21.58054771592748
-15.038028909792537,5.91198666061751,0.006360054016113278,21.578838405974142,21,0.02208900451660156,0.4031357160660618,21.906168241587242
50.39673333051069,32.60283466255342,0.006461143493652351,21.775236307342002,21,0.02855014801025391,30.396771339439784,21.159558666598596
-128.37203930528742,-63.98208971815109,0.005815982818603512,21.40582972289596,21,0.03436613082885742,-63.515762678051075,21.233360631223984
10.329280413645462,-19.395267639073158,0.007144927978515625,21.302348267892775,21,0.04151105880737305,-14.483204773280649,21.13396045783928
-25.395294196757117,-22.995283573683533,0.0039141178131103516,21.201315581860676,21,0.0454251766204834,-25.81237736219624,21.147710278648077
2.2559430612432734,-7.844547592727451,0.006094932556152344,21.169152399933118,21,0.05152010917663574,-5.277036559673155,21.346789981621292
16.875521311628283,6.9874937498859895,0.011796951293945312,21.275734948946024,21,0.06331706047058105,9.034753671281864,21.51434640405237
55.33721045892656,35.997323775310335,0.0030279159545898438,21.418901822009833,21,0.0663449764251709,47.282314044017724,21.852448781636618
49.9033731467471,44.34095339817239,0.0067751407623291016,21.679029997785904,21,0.0731201171875,38.39450498540583,21.850680972563662
-0.2590207736300221,17.580968895090944,0.006824970245361328,21.782020582652557,21,0.07994508743286133,15.090261373176212,21.149731596157324
-158.94441116173496,-88.3342591390046,0.0044100284576416016,21.402647190755417,21,0.08435511589050293,-86.02515732971514,21.545647991254736
64.77837798410988,3.5333231348640837,0.006111860275268555,21.48844767105501,21,0.09046697616577148,14.038357625219565,21.461699444044545
-12.116925130179778,-5.856825824162233,0.006928205490112305,21.47239873484873,21,0.09739518165588379,-2.316463654142884,21.243659374539856
-28.233092605698715,-19.28258589308412,0.0077228546142578125,21.33515511866341,21,0.1051180362701416,-17.77109929428763,21.939589013593945
191.60696263641347,107.25114322461442,0.003632068634033203,21.69781545562173,21,0.1087501049041748,99.84952750069796,21.805076038242877
-23.112052376669997,29.033225863843775,0.0058200359344482006,21.76217180519442,21,0.114570140838623,11.057723749053196,21.099027985326572
-85.3128650766032,-39.574428700424406,0.008275985717773493,21.36428551327371,21,0.1228461265563965,-48.07720862376667,21.8532615675031
102.63057781784882,45.74857521053953,0.007349014282226493,21.657671145811346,21,0.130195140838623,39.92176654863567,21.345069592907798
-79.78109936792889,-29.569229536541524,0.006369829177856501,21.470110214069216,21,0.1365649700164795,-29.445205908213357,21.814772497257582
77.20039070989884,34.49254261132269,0.006084203720092801,21.676907583982235,21,0.1426491737365723,33.989225119152486,21.948083340109378
35.34426051938409,35.003573356159535,0.0037717819213867188,21.839613037658523,21,0.146420955657959,43.137555952988066,21.32168892521228
-101.19356776876906,-46.71471131879762,0.006190061569213895,21.528858570190778,21,0.1526110172271729,-50.202160995178886,21.48216394341851
24.578455751779316,-3.938811076451458,0.006529092788696206,21.500841794127417,21,0.1591401100158691,-4.291067223284929,21.658183304370688
27.26891887859826,14.785826896578374,0.006454944610595675,21.59524670027338,21,0.1655950546264648,14.62520778117862,21.671536694962228
2.887168388662149,7.646631791828639,0.004625082015991322,21.641020697086688,21,0.1702201366424561,9.896904888398767,21.46151926995094
-40.1493585138813,-21.030962391597328,0.005230903625488198,21.53331984080524,21,0.1754510402679443,-20.58934057906588,21.259599653863244
-27.709470404236583,-25.03806719918088,0.007287025451660184,21.369087728640043,21,0.1827380657196045,-22.53760649728232,21.76523676595528
141.59405540099294,74.9412063609234,0.003571033477783203,21.606777151029185,21,0.1863090991973877,66.56040159463663,21.489250080670487
-42.24561359208586,4.629114389117845,0.006532907485961914,21.536260908813965,21,0.1928420066833496,-10.794005940960757,21.598144581226038
19.228587515604282,13.388798265009708,0.005663156509399386,21.57339111226121,21,0.198505163192749,6.556450167961571,21.326542257412235
-41.346643190386025,-19.45246660822773,0.0065689086914063055,21.425281799351826,21,0.2050740718841553,-22.54701958380785,21.538467744919203
49.101249514026534,21.679763065124824,0.004316091537475586,21.493193366692253,21,0.2093901634216309,15.734505802476097,21.554228929479404
2.7744659187304612,10.336584777288206,0.005680799484252902,21.529814704364544,21,0.2150709629058838,6.446511230294998,21.488633008792366
-11.978806710263147,-3.0526501152426047,0.005475997924804715,21.505105687021235,21,0.2205469608306885,-4.512240085297298,21.75574050235024
32.00760038454263,17.983500184628536,0.00834512710571289,21.65548657621864,21,0.2288920879364014,18.02020356220296,21.841536627203002
26.84483622935072,23.300301811461846,0.0031960010528564176,21.767116606809257,21,0.2320880889892578,34.928033109015686,21.961821287126448
22.5247982076769,22.834999649190877,0.005340099334716797,21.88393941499957,21,0.2374281883239746,21.876523425478425,21.97959322066532
